Linear Interpolation Prediction for JD from 2018-01-26-09:30 to 2018-01-26-10:30

Analysed days: 10, Interpolated Closest Days: 1, distance 9.297671
Analysed days: 26, Interpolated Closest Days: 22, distance 14.193400
Analysed days: 26, Interpolated Closest Days: 23, distance 14.193400
Analysed days: 26, Interpolated Closest Days: 24, distance 14.193400
Analysed days: 26, Interpolated Closest Days: 25, distance 14.193400
Analysed days: 27, Interpolated Closest Days: 17, distance 14.193400
Analysed days: 27, Interpolated Closest Days: 18, distance 14.193400
Analysed days: 27, Interpolated Closest Days: 19, distance 14.193400
Analysed days: 27, Interpolated Closest Days: 20, distance 14.193400
Analysed days: 27, Interpolated Closest Days: 21, distance 14.193400
Analysed days: 27, Interpolated Closest Days: 22, distance 14.193400
Analysed days: 27, Interpolated Closest Days: 23, distance 14.193400
Analysed days: 27, Interpolated Closest Days: 24, distance 14.193400
Analysed days: 27, Interpolated Closest Days: 25, distance 14.193400
Analysed days: 27, Interpolated Closest Days: 26, distance 14.193400
Analysed days: 28, Interpolated Closest Days: 17, distance 14.193400
Analysed days: 28, Interpolated Closest Days: 18, distance 14.193400
Analysed days: 28, Interpolated Closest Days: 19, distance 14.193400
Analysed days: 28, Interpolated Closest Days: 20, distance 14.193400
Analysed days: 28, Interpolated Closest Days: 21, distance 14.193400
Analysed days: 28, Interpolated Closest Days: 22, distance 14.193400
Analysed days: 28, Interpolated Closest Days: 23, distance 14.193400
Analysed days: 28, Interpolated Closest Days: 24, distance 14.193400
Analysed days: 28, Interpolated Closest Days: 25, distance 14.193400
Analysed days: 28, Interpolated Closest Days: 26, distance 14.193400
Analysed days: 28, Interpolated Closest Days: 27, distance 14.193400
Analysed days: 24, Interpolated Closest Days: 16, distance 14.278903
Analysed days: 24, Interpolated Closest Days: 17, distance 14.278903
Analysed days: 24, Interpolated Closest Days: 18, distance 14.278903
Analysed days: 24, Interpolated Closest Days: 19, distance 14.278903
Analysed days: 24, Interpolated Closest Days: 20, distance 14.278903
Analysed days: 24, Interpolated Closest Days: 21, distance 14.278903
Analysed days: 24, Interpolated Closest Days: 22, distance 14.278903
Analysed days: 24, Interpolated Closest Days: 23, distance 14.278903
Analysed days: 22, Interpolated Closest Days: 6, distance 14.296261
Analysed days: 23, Interpolated Closest Days: 6, distance 14.296261
Analysed days: 24, Interpolated Closest Days: 6, distance 14.296261
Analysed days: 25, Interpolated Closest Days: 6, distance 14.296261
Analysed days: 26, Interpolated Closest Days: 6, distance 14.296261
Analysed days: 27, Interpolated Closest Days: 6, distance 14.296261
Analysed days: 28, Interpolated Closest Days: 6, distance 14.296261
Analysed days: 29, Interpolated Closest Days: 18, distance 14.421462
Analysed days: 29, Interpolated Closest Days: 19, distance 14.421462
Analysed days: 29, Interpolated Closest Days: 20, distance 14.421462
Analysed days: 29, Interpolated Closest Days: 21, distance 14.421462
Analysed days: 29, Interpolated Closest Days: 22, distance 14.421462
Analysed days: 29, Interpolated Closest Days: 23, distance 14.421462
Analysed days: 29, Interpolated Closest Days: 24, distance 14.421462
Analysed days: 29, Interpolated Closest Days: 25, distance 14.421462
Analysed days: 29, Interpolated Closest Days: 26, distance 14.421462
Analysed days: 29, Interpolated Closest Days: 27, distance 14.421462
Analysed days: 29, Interpolated Closest Days: 28, distance 14.421462
Analysed days: 22, Interpolated Closest Days: 14, distance 14.435986
Analysed days: 22, Interpolated Closest Days: 15, distance 14.435986
Analysed days: 22, Interpolated Closest Days: 16, distance 14.435986
Analysed days: 22, Interpolated Closest Days: 17, distance 14.435986
Analysed days: 22, Interpolated Closest Days: 18, distance 14.435986
Analysed days: 22, Interpolated Closest Days: 19, distance 14.435986
Analysed days: 22, Interpolated Closest Days: 20, distance 14.435986
Analysed days: 22, Interpolated Closest Days: 21, distance 14.435986
Analysed days: 23, Interpolated Closest Days: 15, distance 14.469382
Analysed days: 23, Interpolated Closest Days: 16, distance 14.469382
Analysed days: 23, Interpolated Closest Days: 17, distance 14.469382
Analysed days: 23, Interpolated Closest Days: 18, distance 14.469382
Analysed days: 23, Interpolated Closest Days: 19, distance 14.469382
Analysed days: 23, Interpolated Closest Days: 20, distance 14.469382
Analysed days: 23, Interpolated Closest Days: 21, distance 14.469382
Analysed days: 23, Interpolated Closest Days: 22, distance 14.469382
Analysed days: 10, Interpolated Closest Days: 7, distance 14.493818
Analysed days: 10, Interpolated Closest Days: 8, distance 14.493818
Analysed days: 10, Interpolated Closest Days: 9, distance 14.493818
Analysed days: 29, Interpolated Closest Days: 8, distance 14.515069
Analysed days: 22, Interpolated Closest Days: 8, distance 14.524629
Analysed days: 23, Interpolated Closest Days: 8, distance 14.524629
Analysed days: 24, Interpolated Closest Days: 8, distance 14.524629
Analysed days: 25, Interpolated Closest Days: 8, distance 14.524629
Analysed days: 26, Interpolated Closest Days: 8, distance 14.524629
Analysed days: 27, Interpolated Closest Days: 8, distance 14.524629
Analysed days: 28, Interpolated Closest Days: 8, distance 14.524629
Analysed days: 25, Interpolated Closest Days: 15, distance 14.726795
Analysed days: 26, Interpolated Closest Days: 15, distance 14.726795
Analysed days: 27, Interpolated Closest Days: 15, distance 14.726795
Analysed days: 28, Interpolated Closest Days: 15, distance 14.726795
Analysed days: 25, Interpolated Closest Days: 16, distance 14.741817
Analysed days: 26, Interpolated Closest Days: 16, distance 14.741817
Analysed days: 27, Interpolated Closest Days: 16, distance 14.741817
Analysed days: 28, Interpolated Closest Days: 16, distance 14.741817
Analysed days: 29, Interpolated Closest Days: 7, distance 14.817082
Analysed days: 24, Interpolated Closest Days: 14, distance 14.857121
Analysed days: 24, Interpolated Closest Days: 15, distance 14.865535
Analysed days: 29, Interpolated Closest Days: 9, distance 14.909180
Analysed days: 29, Interpolated Closest Days: 16, distance 14.938851
Analysed days: 29, Interpolated Closest Days: 17, distance 14.942359
Analysed days: 11, Interpolated Closest Days: 3, distance 15.001991
Analysed days: 12, Interpolated Closest Days: 3, distance 15.001991
Analysed days: 13, Interpolated Closest Days: 3, distance 15.001991
Analysed days: 14, Interpolated Closest Days: 3, distance 15.001991
Analysed days: 15, Interpolated Closest Days: 3, distance 15.001991
Analysed days: 23, Interpolated Closest Days: 14, distance 15.105440
Analysed days: 19, Interpolated Closest Days: 13, distance 15.110818
Analysed days: 19, Interpolated Closest Days: 14, distance 15.110818
Analysed days: 19, Interpolated Closest Days: 15, distance 15.110818
Analysed days: 19, Interpolated Closest Days: 16, distance 15.110818
Analysed days: 19, Interpolated Closest Days: 17, distance 15.110818
Analysed days: 19, Interpolated Closest Days: 18, distance 15.110818
Analysed days: 20, Interpolated Closest Days: 13, distance 15.110818
Analysed days: 20, Interpolated Closest Days: 14, distance 15.110818
Analysed days: 20, Interpolated Closest Days: 15, distance 15.110818
Analysed days: 20, Interpolated Closest Days: 16, distance 15.110818
Analysed days: 20, Interpolated Closest Days: 17, distance 15.110818
Analysed days: 20, Interpolated Closest Days: 18, distance 15.110818
Analysed days: 20, Interpolated Closest Days: 19, distance 15.110818
Analysed days: 21, Interpolated Closest Days: 13, distance 15.110818
Analysed days: 21, Interpolated Closest Days: 14, distance 15.110818
Analysed days: 21, Interpolated Closest Days: 15, distance 15.110818
Analysed days: 21, Interpolated Closest Days: 16, distance 15.110818
Analysed days: 21, Interpolated Closest Days: 17, distance 15.110818
Analysed days: 21, Interpolated Closest Days: 18, distance 15.110818
Analysed days: 21, Interpolated Closest Days: 19, distance 15.110818
Analysed days: 21, Interpolated Closest Days: 20, distance 15.110818
Analysed days: 22, Interpolated Closest Days: 13, distance 15.112623
Analysed days: 23, Interpolated Closest Days: 13, distance 15.112623
Analysed days: 17, Interpolated Closest Days: 11, distance 15.194878
Analysed days: 17, Interpolated Closest Days: 12, distance 15.194878
Analysed days: 17, Interpolated Closest Days: 13, distance 15.194878
Analysed days: 17, Interpolated Closest Days: 14, distance 15.194878
Analysed days: 17, Interpolated Closest Days: 15, distance 15.194878
Analysed days: 17, Interpolated Closest Days: 16, distance 15.194878
Analysed days: 18, Interpolated Closest Days: 12, distance 15.233781
Analysed days: 18, Interpolated Closest Days: 13, distance 15.233781
Analysed days: 18, Interpolated Closest Days: 14, distance 15.233781
Analysed days: 18, Interpolated Closest Days: 15, distance 15.233781
Analysed days: 18, Interpolated Closest Days: 16, distance 15.233781
Analysed days: 18, Interpolated Closest Days: 17, distance 15.233781
Analysed days: 19, Interpolated Closest Days: 6, distance 15.278694
Analysed days: 20, Interpolated Closest Days: 6, distance 15.278694
Analysed days: 21, Interpolated Closest Days: 6, distance 15.278694
Analysed days: 25, Interpolated Closest Days: 14, distance 15.365738
Analysed days: 26, Interpolated Closest Days: 14, distance 15.365738
Analysed days: 27, Interpolated Closest Days: 14, distance 15.365738
Analysed days: 28, Interpolated Closest Days: 14, distance 15.365738
Analysed days: 8, Interpolated Closest Days: 5, distance 15.522391
Analysed days: 8, Interpolated Closest Days: 6, distance 15.522391
Analysed days: 8, Interpolated Closest Days: 7, distance 15.522391
Analysed days: 16, Interpolated Closest Days: 4, distance 15.541223
Analysed days: 17, Interpolated Closest Days: 4, distance 15.541223
Analysed days: 29, Interpolated Closest Days: 15, distance 15.541918
Analysed days: 25, Interpolated Closest Days: 13, distance 15.549852
Analysed days: 26, Interpolated Closest Days: 13, distance 15.549852
Analysed days: 27, Interpolated Closest Days: 13, distance 15.549852
Analysed days: 28, Interpolated Closest Days: 13, distance 15.549852
Analysed days: 24, Interpolated Closest Days: 13, distance 15.550069
Analysed days: 9, Interpolated Closest Days: 6, distance 15.558877
Analysed days: 9, Interpolated Closest Days: 7, distance 15.558877
Analysed days: 9, Interpolated Closest Days: 8, distance 15.558877
Analysed days: 18, Interpolated Closest Days: 5, distance 15.565345
Analysed days: 19, Interpolated Closest Days: 7, distance 15.695446
Analysed days: 20, Interpolated Closest Days: 7, distance 15.695446
Analysed days: 21, Interpolated Closest Days: 7, distance 15.695446
Analysed days: 29, Interpolated Closest Days: 14, distance 15.723697
Analysed days: 19, Interpolated Closest Days: 2, distance 15.724676
Analysed days: 20, Interpolated Closest Days: 2, distance 15.724676
Analysed days: 21, Interpolated Closest Days: 2, distance 15.724676
Analysed days: 22, Interpolated Closest Days: 2, distance 15.724676
Analysed days: 23, Interpolated Closest Days: 2, distance 15.724676
Analysed days: 24, Interpolated Closest Days: 2, distance 15.724676
Analysed days: 25, Interpolated Closest Days: 2, distance 15.724676
Analysed days: 26, Interpolated Closest Days: 2, distance 15.724676
Analysed days: 27, Interpolated Closest Days: 2, distance 15.724676
Analysed days: 28, Interpolated Closest Days: 2, distance 15.724676
Analysed days: 11, Interpolated Closest Days: 8, distance 15.745555
Analysed days: 11, Interpolated Closest Days: 9, distance 15.745555
Analysed days: 11, Interpolated Closest Days: 10, distance 15.745555
Analysed days: 12, Interpolated Closest Days: 8, distance 15.745555
Analysed days: 12, Interpolated Closest Days: 9, distance 15.745555
Analysed days: 12, Interpolated Closest Days: 10, distance 15.745555
Analysed days: 12, Interpolated Closest Days: 11, distance 15.745555
Analysed days: 13, Interpolated Closest Days: 8, distance 15.745555
Analysed days: 13, Interpolated Closest Days: 9, distance 15.745555
Analysed days: 13, Interpolated Closest Days: 10, distance 15.745555
Analysed days: 13, Interpolated Closest Days: 11, distance 15.745555
Analysed days: 13, Interpolated Closest Days: 12, distance 15.745555
Analysed days: 14, Interpolated Closest Days: 8, distance 15.745555
Analysed days: 14, Interpolated Closest Days: 9, distance 15.745555
Analysed days: 14, Interpolated Closest Days: 10, distance 15.745555
Analysed days: 14, Interpolated Closest Days: 11, distance 15.745555
Analysed days: 14, Interpolated Closest Days: 12, distance 15.745555
Analysed days: 14, Interpolated Closest Days: 13, distance 15.745555
Analysed days: 24, Interpolated Closest Days: 12, distance 15.761308
Analysed days: 25, Interpolated Closest Days: 12, distance 15.761308
Analysed days: 26, Interpolated Closest Days: 12, distance 15.761308
Analysed days: 27, Interpolated Closest Days: 12, distance 15.761308
Analysed days: 28, Interpolated Closest Days: 12, distance 15.761308
Analysed days: 24, Interpolated Closest Days: 11, distance 15.805808
Analysed days: 25, Interpolated Closest Days: 11, distance 15.805808
Analysed days: 26, Interpolated Closest Days: 11, distance 15.805808
Analysed days: 27, Interpolated Closest Days: 11, distance 15.805808
Analysed days: 28, Interpolated Closest Days: 11, distance 15.805808
Analysed days: 15, Interpolated Closest Days: 4, distance 15.834273
Analysed days: 19, Interpolated Closest Days: 5, distance 15.857735
Analysed days: 20, Interpolated Closest Days: 5, distance 15.857735
Analysed days: 21, Interpolated Closest Days: 5, distance 15.857735
Analysed days: 22, Interpolated Closest Days: 12, distance 15.877119
Analysed days: 23, Interpolated Closest Days: 12, distance 15.877119
Analysed days: 19, Interpolated Closest Days: 12, distance 15.883934
Analysed days: 20, Interpolated Closest Days: 12, distance 15.883934
Analysed days: 21, Interpolated Closest Days: 12, distance 15.883934
Analysed days: 29, Interpolated Closest Days: 13, distance 15.928842
Analysed days: 29, Interpolated Closest Days: 12, distance 15.982983
Analysed days: 10, Interpolated Closest Days: 6, distance 16.006448
Analysed days: 18, Interpolated Closest Days: 6, distance 16.016192
Analysed days: 15, Interpolated Closest Days: 9, distance 16.057964
Analysed days: 15, Interpolated Closest Days: 10, distance 16.057964
Analysed days: 15, Interpolated Closest Days: 11, distance 16.057964
Analysed days: 15, Interpolated Closest Days: 12, distance 16.057964
Analysed days: 15, Interpolated Closest Days: 13, distance 16.057964
Analysed days: 15, Interpolated Closest Days: 14, distance 16.057964
Analysed days: 16, Interpolated Closest Days: 5, distance 16.086524
Analysed days: 17, Interpolated Closest Days: 5, distance 16.086524
Analysed days: 18, Interpolated Closest Days: 11, distance 16.090408
Analysed days: 22, Interpolated Closest Days: 11, distance 16.131929
Analysed days: 23, Interpolated Closest Days: 11, distance 16.131929
Analysed days: 17, Interpolated Closest Days: 10, distance 16.139930
Analysed days: 16, Interpolated Closest Days: 10, distance 16.169635
Analysed days: 16, Interpolated Closest Days: 11, distance 16.169635
Analysed days: 16, Interpolated Closest Days: 12, distance 16.169635
Analysed days: 16, Interpolated Closest Days: 13, distance 16.169635
Analysed days: 16, Interpolated Closest Days: 14, distance 16.169635
Analysed days: 16, Interpolated Closest Days: 15, distance 16.169635
Analysed days: 22, Interpolated Closest Days: 10, distance 16.213984
Analysed days: 23, Interpolated Closest Days: 10, distance 16.213984
Analysed days: 24, Interpolated Closest Days: 10, distance 16.213984
Analysed days: 25, Interpolated Closest Days: 10, distance 16.213984
Analysed days: 26, Interpolated Closest Days: 10, distance 16.213984
Analysed days: 27, Interpolated Closest Days: 10, distance 16.213984
Analysed days: 28, Interpolated Closest Days: 10, distance 16.213984
Analysed days: 22, Interpolated Closest Days: 9, distance 16.251867
Analysed days: 23, Interpolated Closest Days: 9, distance 16.251867
Analysed days: 24, Interpolated Closest Days: 9, distance 16.251867
Analysed days: 25, Interpolated Closest Days: 9, distance 16.251867
Analysed days: 26, Interpolated Closest Days: 9, distance 16.251867
Analysed days: 27, Interpolated Closest Days: 9, distance 16.251867
Analysed days: 28, Interpolated Closest Days: 9, distance 16.251867
Analysed days: 29, Interpolated Closest Days: 11, distance 16.364449
Analysed days: 18, Interpolated Closest Days: 4, distance 16.367902
Analysed days: 29, Interpolated Closest Days: 3, distance 16.383935
Analysed days: 29, Interpolated Closest Days: 10, distance 16.412003
Analysed days: 11, Interpolated Closest Days: 2, distance 16.415496
Analysed days: 12, Interpolated Closest Days: 2, distance 16.415496
Analysed days: 13, Interpolated Closest Days: 2, distance 16.415496
Analysed days: 14, Interpolated Closest Days: 2, distance 16.415496
Analysed days: 15, Interpolated Closest Days: 2, distance 16.415496
Analysed days: 5, Interpolated Closest Days: 4, distance 16.549567
Analysed days: 6, Interpolated Closest Days: 4, distance 16.549567
Analysed days: 6, Interpolated Closest Days: 5, distance 16.549567
Analysed days: 7, Interpolated Closest Days: 4, distance 16.549567
Analysed days: 7, Interpolated Closest Days: 5, distance 16.549567
Analysed days: 7, Interpolated Closest Days: 6, distance 16.549567
Analysed days: 10, Interpolated Closest Days: 5, distance 16.596875
Analysed days: 16, Interpolated Closest Days: 3, distance 16.596895
Analysed days: 17, Interpolated Closest Days: 3, distance 16.596895
Analysed days: 19, Interpolated Closest Days: 11, distance 16.784082
Analysed days: 20, Interpolated Closest Days: 11, distance 16.784082
Analysed days: 21, Interpolated Closest Days: 11, distance 16.784082
Analysed days: 10, Interpolated Closest Days: 4, distance 16.912815
Analysed days: 18, Interpolated Closest Days: 10, distance 17.108521
Analysed days: 19, Interpolated Closest Days: 10, distance 17.143078
Analysed days: 20, Interpolated Closest Days: 10, distance 17.143078
Analysed days: 21, Interpolated Closest Days: 10, distance 17.143078
Analysed days: 11, Interpolated Closest Days: 7, distance 17.153526
Analysed days: 12, Interpolated Closest Days: 7, distance 17.153526
Analysed days: 13, Interpolated Closest Days: 7, distance 17.153526
Analysed days: 14, Interpolated Closest Days: 7, distance 17.153526
Analysed days: 10, Interpolated Closest Days: 3, distance 17.254138
Analysed days: 16, Interpolated Closest Days: 9, distance 17.281341
Analysed days: 17, Interpolated Closest Days: 9, distance 17.281341
Analysed days: 15, Interpolated Closest Days: 8, distance 17.314611
Analysed days: 16, Interpolated Closest Days: 1, distance 17.329503
Analysed days: 17, Interpolated Closest Days: 1, distance 17.329503
Analysed days: 18, Interpolated Closest Days: 1, distance 17.329503
Analysed days: 19, Interpolated Closest Days: 1, distance 17.329503
Analysed days: 20, Interpolated Closest Days: 1, distance 17.329503
Analysed days: 21, Interpolated Closest Days: 1, distance 17.329503
Analysed days: 22, Interpolated Closest Days: 1, distance 17.329503
Analysed days: 23, Interpolated Closest Days: 1, distance 17.329503
Analysed days: 24, Interpolated Closest Days: 1, distance 17.329503
Analysed days: 25, Interpolated Closest Days: 1, distance 17.329503
Analysed days: 26, Interpolated Closest Days: 1, distance 17.329503
Analysed days: 27, Interpolated Closest Days: 1, distance 17.329503
Analysed days: 28, Interpolated Closest Days: 1, distance 17.329503
Analysed days: 19, Interpolated Closest Days: 9, distance 17.330472
Analysed days: 20, Interpolated Closest Days: 9, distance 17.330472
Analysed days: 21, Interpolated Closest Days: 9, distance 17.330472
Analysed days: 19, Interpolated Closest Days: 8, distance 17.503572
Analysed days: 20, Interpolated Closest Days: 8, distance 17.503572
Analysed days: 21, Interpolated Closest Days: 8, distance 17.503572
Analysed days: 29, Interpolated Closest Days: 2, distance 17.517171
Analysed days: 18, Interpolated Closest Days: 9, distance 17.539542
Analysed days: 9, Interpolated Closest Days: 5, distance 17.562290
Analysed days: 16, Interpolated Closest Days: 8, distance 17.786397
Analysed days: 17, Interpolated Closest Days: 8, distance 17.786397
Analysed days: 18, Interpolated Closest Days: 8, distance 17.790381
Analysed days: 11, Interpolated Closest Days: 6, distance 17.811913
Analysed days: 12, Interpolated Closest Days: 6, distance 17.811913
Analysed days: 13, Interpolated Closest Days: 6, distance 17.811913
Analysed days: 14, Interpolated Closest Days: 6, distance 17.811913
Analysed days: 29, Interpolated Closest Days: 1, distance 17.822786
Analysed days: 15, Interpolated Closest Days: 7, distance 17.899719
Analysed days: 8, Interpolated Closest Days: 4, distance 18.019223
Analysed days: 18, Interpolated Closest Days: 7, distance 18.052190
Analysed days: 16, Interpolated Closest Days: 7, distance 18.105792
Analysed days: 17, Interpolated Closest Days: 7, distance 18.105792
Analysed days: 11, Interpolated Closest Days: 5, distance 18.265591
Analysed days: 12, Interpolated Closest Days: 5, distance 18.265591
Analysed days: 13, Interpolated Closest Days: 5, distance 18.265591
Analysed days: 14, Interpolated Closest Days: 5, distance 18.265591
Analysed days: 15, Interpolated Closest Days: 6, distance 18.287810
Analysed days: 16, Interpolated Closest Days: 6, distance 18.461389
Analysed days: 17, Interpolated Closest Days: 6, distance 18.461389
Analysed days: 9, Interpolated Closest Days: 4, distance 18.678319
Analysed days: 15, Interpolated Closest Days: 5, distance 18.762713
Analysed days: 11, Interpolated Closest Days: 4, distance 18.847124
Analysed days: 12, Interpolated Closest Days: 4, distance 18.847124
Analysed days: 13, Interpolated Closest Days: 4, distance 18.847124
Analysed days: 14, Interpolated Closest Days: 4, distance 18.847124
Analysed days: 8, Interpolated Closest Days: 3, distance 19.631517
Analysed days: 9, Interpolated Closest Days: 3, distance 19.760362
Analysed days: 4, Interpolated Closest Days: 3, distance 20.205645
Analysed days: 5, Interpolated Closest Days: 3, distance 20.205645
Analysed days: 6, Interpolated Closest Days: 3, distance 20.205645
Analysed days: 7, Interpolated Closest Days: 3, distance 20.205645
Analysed days: 8, Interpolated Closest Days: 2, distance 21.671240
Analysed days: 9, Interpolated Closest Days: 2, distance 21.671240
Analysed days: 3, Interpolated Closest Days: 2, distance 22.578403
Analysed days: 4, Interpolated Closest Days: 2, distance 23.704884
Analysed days: 5, Interpolated Closest Days: 2, distance 23.704884
Analysed days: 6, Interpolated Closest Days: 2, distance 23.704884
Analysed days: 7, Interpolated Closest Days: 2, distance 23.704884
Analysed days: 3, Interpolated Closest Days: 1, distance 31.772054
Analysed days: 4, Interpolated Closest Days: 1, distance 31.772054
Analysed days: 5, Interpolated Closest Days: 1, distance 31.772054
Analysed days: 6, Interpolated Closest Days: 1, distance 31.772054
Analysed days: 7, Interpolated Closest Days: 1, distance 31.772054
