Linear Interpolation Prediction for LMT from 2018-01-26-09:30 to 2018-01-26-10:30

Analysed days: 2, Interpolated Closest Days: 1, distance 43.490739
Analysed days: 25, Interpolated Closest Days: 19, distance 52.103489
Analysed days: 25, Interpolated Closest Days: 20, distance 52.103489
Analysed days: 25, Interpolated Closest Days: 21, distance 52.103489
Analysed days: 25, Interpolated Closest Days: 22, distance 52.103489
Analysed days: 25, Interpolated Closest Days: 23, distance 52.103489
Analysed days: 25, Interpolated Closest Days: 24, distance 52.103489
Analysed days: 26, Interpolated Closest Days: 16, distance 52.103489
Analysed days: 26, Interpolated Closest Days: 17, distance 52.103489
Analysed days: 26, Interpolated Closest Days: 18, distance 52.103489
Analysed days: 26, Interpolated Closest Days: 19, distance 52.103489
Analysed days: 26, Interpolated Closest Days: 20, distance 52.103489
Analysed days: 26, Interpolated Closest Days: 21, distance 52.103489
Analysed days: 26, Interpolated Closest Days: 22, distance 52.103489
Analysed days: 26, Interpolated Closest Days: 23, distance 52.103489
Analysed days: 26, Interpolated Closest Days: 24, distance 52.103489
Analysed days: 26, Interpolated Closest Days: 25, distance 52.103489
Analysed days: 27, Interpolated Closest Days: 16, distance 52.103489
Analysed days: 27, Interpolated Closest Days: 17, distance 52.103489
Analysed days: 27, Interpolated Closest Days: 18, distance 52.103489
Analysed days: 27, Interpolated Closest Days: 19, distance 52.103489
Analysed days: 27, Interpolated Closest Days: 20, distance 52.103489
Analysed days: 27, Interpolated Closest Days: 21, distance 52.103489
Analysed days: 27, Interpolated Closest Days: 22, distance 52.103489
Analysed days: 27, Interpolated Closest Days: 23, distance 52.103489
Analysed days: 27, Interpolated Closest Days: 24, distance 52.103489
Analysed days: 27, Interpolated Closest Days: 25, distance 52.103489
Analysed days: 27, Interpolated Closest Days: 26, distance 52.103489
Analysed days: 28, Interpolated Closest Days: 16, distance 52.103489
Analysed days: 28, Interpolated Closest Days: 17, distance 52.103489
Analysed days: 28, Interpolated Closest Days: 18, distance 52.103489
Analysed days: 28, Interpolated Closest Days: 19, distance 52.103489
Analysed days: 28, Interpolated Closest Days: 20, distance 52.103489
Analysed days: 28, Interpolated Closest Days: 21, distance 52.103489
Analysed days: 28, Interpolated Closest Days: 22, distance 52.103489
Analysed days: 28, Interpolated Closest Days: 23, distance 52.103489
Analysed days: 28, Interpolated Closest Days: 24, distance 52.103489
Analysed days: 28, Interpolated Closest Days: 25, distance 52.103489
Analysed days: 28, Interpolated Closest Days: 26, distance 52.103489
Analysed days: 28, Interpolated Closest Days: 27, distance 52.103489
Analysed days: 24, Interpolated Closest Days: 15, distance 52.131668
Analysed days: 24, Interpolated Closest Days: 16, distance 52.131668
Analysed days: 24, Interpolated Closest Days: 17, distance 52.131668
Analysed days: 24, Interpolated Closest Days: 18, distance 52.131668
Analysed days: 24, Interpolated Closest Days: 19, distance 52.131668
Analysed days: 24, Interpolated Closest Days: 20, distance 52.131668
Analysed days: 24, Interpolated Closest Days: 21, distance 52.131668
Analysed days: 24, Interpolated Closest Days: 22, distance 52.131668
Analysed days: 24, Interpolated Closest Days: 23, distance 52.131668
Analysed days: 25, Interpolated Closest Days: 14, distance 52.149947
Analysed days: 26, Interpolated Closest Days: 14, distance 52.149947
Analysed days: 27, Interpolated Closest Days: 14, distance 52.149947
Analysed days: 28, Interpolated Closest Days: 14, distance 52.149947
Analysed days: 24, Interpolated Closest Days: 13, distance 52.184266
Analysed days: 23, Interpolated Closest Days: 13, distance 52.507767
Analysed days: 10, Interpolated Closest Days: 6, distance 52.841284
Analysed days: 10, Interpolated Closest Days: 7, distance 52.841284
Analysed days: 10, Interpolated Closest Days: 8, distance 52.841284
Analysed days: 10, Interpolated Closest Days: 9, distance 52.841284
Analysed days: 23, Interpolated Closest Days: 14, distance 52.959589
Analysed days: 23, Interpolated Closest Days: 15, distance 52.959589
Analysed days: 23, Interpolated Closest Days: 16, distance 52.959589
Analysed days: 23, Interpolated Closest Days: 17, distance 52.959589
Analysed days: 23, Interpolated Closest Days: 18, distance 52.959589
Analysed days: 23, Interpolated Closest Days: 19, distance 52.959589
Analysed days: 23, Interpolated Closest Days: 20, distance 52.959589
Analysed days: 23, Interpolated Closest Days: 21, distance 52.959589
Analysed days: 23, Interpolated Closest Days: 22, distance 52.959589
Analysed days: 29, Interpolated Closest Days: 10, distance 53.085775
Analysed days: 23, Interpolated Closest Days: 12, distance 53.111965
Analysed days: 10, Interpolated Closest Days: 4, distance 53.314366
Analysed days: 29, Interpolated Closest Days: 14, distance 53.840301
Analysed days: 29, Interpolated Closest Days: 13, distance 53.882315
Analysed days: 22, Interpolated Closest Days: 12, distance 53.989938
Analysed days: 25, Interpolated Closest Days: 9, distance 54.209986
Analysed days: 26, Interpolated Closest Days: 9, distance 54.209986
Analysed days: 27, Interpolated Closest Days: 9, distance 54.209986
Analysed days: 28, Interpolated Closest Days: 9, distance 54.209986
Analysed days: 29, Interpolated Closest Days: 9, distance 54.324878
Analysed days: 22, Interpolated Closest Days: 13, distance 54.401485
Analysed days: 22, Interpolated Closest Days: 14, distance 54.401485
Analysed days: 22, Interpolated Closest Days: 15, distance 54.401485
Analysed days: 22, Interpolated Closest Days: 16, distance 54.401485
Analysed days: 22, Interpolated Closest Days: 17, distance 54.401485
Analysed days: 22, Interpolated Closest Days: 18, distance 54.401485
Analysed days: 22, Interpolated Closest Days: 19, distance 54.401485
Analysed days: 22, Interpolated Closest Days: 20, distance 54.401485
Analysed days: 22, Interpolated Closest Days: 21, distance 54.401485
Analysed days: 24, Interpolated Closest Days: 8, distance 54.512480
Analysed days: 25, Interpolated Closest Days: 13, distance 54.735523
Analysed days: 26, Interpolated Closest Days: 13, distance 54.735523
Analysed days: 27, Interpolated Closest Days: 13, distance 54.735523
Analysed days: 28, Interpolated Closest Days: 13, distance 54.735523
Analysed days: 22, Interpolated Closest Days: 11, distance 54.738945
Analysed days: 29, Interpolated Closest Days: 11, distance 54.802710
Analysed days: 25, Interpolated Closest Days: 12, distance 54.841175
Analysed days: 26, Interpolated Closest Days: 12, distance 54.841175
Analysed days: 27, Interpolated Closest Days: 12, distance 54.841175
Analysed days: 28, Interpolated Closest Days: 12, distance 54.841175
Analysed days: 24, Interpolated Closest Days: 12, distance 54.987396
Analysed days: 24, Interpolated Closest Days: 11, distance 55.120233
Analysed days: 16, Interpolated Closest Days: 8, distance 55.223023
Analysed days: 29, Interpolated Closest Days: 12, distance 55.363781
Analysed days: 25, Interpolated Closest Days: 8, distance 55.715576
Analysed days: 26, Interpolated Closest Days: 8, distance 55.715576
Analysed days: 27, Interpolated Closest Days: 8, distance 55.715576
Analysed days: 28, Interpolated Closest Days: 8, distance 55.715576
Analysed days: 16, Interpolated Closest Days: 9, distance 55.755431
Analysed days: 16, Interpolated Closest Days: 10, distance 55.755431
Analysed days: 16, Interpolated Closest Days: 11, distance 55.755431
Analysed days: 16, Interpolated Closest Days: 12, distance 55.755431
Analysed days: 16, Interpolated Closest Days: 13, distance 55.755431
Analysed days: 16, Interpolated Closest Days: 14, distance 55.755431
Analysed days: 16, Interpolated Closest Days: 15, distance 55.755431
Analysed days: 15, Interpolated Closest Days: 7, distance 55.833069
Analysed days: 25, Interpolated Closest Days: 10, distance 56.017717
Analysed days: 26, Interpolated Closest Days: 10, distance 56.017717
Analysed days: 27, Interpolated Closest Days: 10, distance 56.017717
Analysed days: 28, Interpolated Closest Days: 10, distance 56.017717
Analysed days: 8, Interpolated Closest Days: 3, distance 56.148679
Analysed days: 23, Interpolated Closest Days: 11, distance 56.212549
Analysed days: 22, Interpolated Closest Days: 7, distance 56.262763
Analysed days: 23, Interpolated Closest Days: 7, distance 56.262763
Analysed days: 24, Interpolated Closest Days: 7, distance 56.262763
Analysed days: 15, Interpolated Closest Days: 8, distance 56.383939
Analysed days: 15, Interpolated Closest Days: 9, distance 56.383939
Analysed days: 15, Interpolated Closest Days: 10, distance 56.383939
Analysed days: 15, Interpolated Closest Days: 11, distance 56.383939
Analysed days: 15, Interpolated Closest Days: 12, distance 56.383939
Analysed days: 15, Interpolated Closest Days: 13, distance 56.383939
Analysed days: 15, Interpolated Closest Days: 14, distance 56.383939
Analysed days: 23, Interpolated Closest Days: 10, distance 56.450065
Analysed days: 24, Interpolated Closest Days: 9, distance 56.482053
Analysed days: 25, Interpolated Closest Days: 11, distance 56.543277
Analysed days: 26, Interpolated Closest Days: 11, distance 56.543277
Analysed days: 27, Interpolated Closest Days: 11, distance 56.543277
Analysed days: 28, Interpolated Closest Days: 11, distance 56.543277
Analysed days: 16, Interpolated Closest Days: 7, distance 56.573909
Analysed days: 18, Interpolated Closest Days: 10, distance 56.652559
Analysed days: 18, Interpolated Closest Days: 11, distance 56.987353
Analysed days: 18, Interpolated Closest Days: 12, distance 56.987353
Analysed days: 18, Interpolated Closest Days: 13, distance 56.987353
Analysed days: 18, Interpolated Closest Days: 14, distance 56.987353
Analysed days: 18, Interpolated Closest Days: 15, distance 56.987353
Analysed days: 18, Interpolated Closest Days: 16, distance 56.987353
Analysed days: 18, Interpolated Closest Days: 17, distance 56.987353
Analysed days: 24, Interpolated Closest Days: 10, distance 57.015458
Analysed days: 19, Interpolated Closest Days: 11, distance 57.149023
Analysed days: 20, Interpolated Closest Days: 11, distance 57.149023
Analysed days: 21, Interpolated Closest Days: 11, distance 57.149023
Analysed days: 8, Interpolated Closest Days: 4, distance 57.277579
Analysed days: 8, Interpolated Closest Days: 5, distance 57.277579
Analysed days: 8, Interpolated Closest Days: 6, distance 57.277579
Analysed days: 8, Interpolated Closest Days: 7, distance 57.277579
Analysed days: 19, Interpolated Closest Days: 12, distance 57.431788
Analysed days: 19, Interpolated Closest Days: 13, distance 57.431788
Analysed days: 19, Interpolated Closest Days: 14, distance 57.431788
Analysed days: 19, Interpolated Closest Days: 15, distance 57.431788
Analysed days: 19, Interpolated Closest Days: 16, distance 57.431788
Analysed days: 19, Interpolated Closest Days: 17, distance 57.431788
Analysed days: 19, Interpolated Closest Days: 18, distance 57.431788
Analysed days: 20, Interpolated Closest Days: 12, distance 57.431788
Analysed days: 20, Interpolated Closest Days: 13, distance 57.431788
Analysed days: 20, Interpolated Closest Days: 14, distance 57.431788
Analysed days: 20, Interpolated Closest Days: 15, distance 57.431788
Analysed days: 20, Interpolated Closest Days: 16, distance 57.431788
Analysed days: 20, Interpolated Closest Days: 17, distance 57.431788
Analysed days: 20, Interpolated Closest Days: 18, distance 57.431788
Analysed days: 20, Interpolated Closest Days: 19, distance 57.431788
Analysed days: 21, Interpolated Closest Days: 12, distance 57.431788
Analysed days: 21, Interpolated Closest Days: 13, distance 57.431788
Analysed days: 21, Interpolated Closest Days: 14, distance 57.431788
Analysed days: 21, Interpolated Closest Days: 15, distance 57.431788
Analysed days: 21, Interpolated Closest Days: 16, distance 57.431788
Analysed days: 21, Interpolated Closest Days: 17, distance 57.431788
Analysed days: 21, Interpolated Closest Days: 18, distance 57.431788
Analysed days: 21, Interpolated Closest Days: 19, distance 57.431788
Analysed days: 21, Interpolated Closest Days: 20, distance 57.431788
Analysed days: 15, Interpolated Closest Days: 6, distance 57.507508
Analysed days: 5, Interpolated Closest Days: 2, distance 57.623964
Analysed days: 6, Interpolated Closest Days: 2, distance 57.623964
Analysed days: 7, Interpolated Closest Days: 2, distance 57.623964
Analysed days: 17, Interpolated Closest Days: 9, distance 57.722780
Analysed days: 18, Interpolated Closest Days: 9, distance 57.775382
Analysed days: 29, Interpolated Closest Days: 8, distance 57.897002
Analysed days: 17, Interpolated Closest Days: 10, distance 58.034662
Analysed days: 17, Interpolated Closest Days: 11, distance 58.034662
Analysed days: 17, Interpolated Closest Days: 12, distance 58.034662
Analysed days: 17, Interpolated Closest Days: 13, distance 58.034662
Analysed days: 17, Interpolated Closest Days: 14, distance 58.034662
Analysed days: 17, Interpolated Closest Days: 15, distance 58.034662
Analysed days: 17, Interpolated Closest Days: 16, distance 58.034662
Analysed days: 19, Interpolated Closest Days: 10, distance 58.205143
Analysed days: 20, Interpolated Closest Days: 10, distance 58.205143
Analysed days: 21, Interpolated Closest Days: 10, distance 58.205143
Analysed days: 22, Interpolated Closest Days: 10, distance 58.225286
Analysed days: 22, Interpolated Closest Days: 8, distance 58.248983
Analysed days: 23, Interpolated Closest Days: 8, distance 58.248983
Analysed days: 22, Interpolated Closest Days: 9, distance 58.655094
Analysed days: 23, Interpolated Closest Days: 9, distance 58.655094
Analysed days: 5, Interpolated Closest Days: 3, distance 58.709034
Analysed days: 5, Interpolated Closest Days: 4, distance 58.709034
Analysed days: 6, Interpolated Closest Days: 3, distance 58.709034
Analysed days: 6, Interpolated Closest Days: 4, distance 58.709034
Analysed days: 6, Interpolated Closest Days: 5, distance 58.709034
Analysed days: 7, Interpolated Closest Days: 3, distance 58.709034
Analysed days: 7, Interpolated Closest Days: 4, distance 58.709034
Analysed days: 7, Interpolated Closest Days: 5, distance 58.709034
Analysed days: 7, Interpolated Closest Days: 6, distance 58.709034
Analysed days: 17, Interpolated Closest Days: 8, distance 59.120002
Analysed days: 25, Interpolated Closest Days: 7, distance 59.991942
Analysed days: 26, Interpolated Closest Days: 7, distance 59.991942
Analysed days: 27, Interpolated Closest Days: 7, distance 59.991942
Analysed days: 28, Interpolated Closest Days: 7, distance 59.991942
Analysed days: 9, Interpolated Closest Days: 4, distance 60.892537
Analysed days: 9, Interpolated Closest Days: 5, distance 61.112807
Analysed days: 9, Interpolated Closest Days: 6, distance 61.112807
Analysed days: 9, Interpolated Closest Days: 7, distance 61.112807
Analysed days: 9, Interpolated Closest Days: 8, distance 61.112807
Analysed days: 22, Interpolated Closest Days: 6, distance 61.284681
Analysed days: 23, Interpolated Closest Days: 6, distance 61.284681
Analysed days: 24, Interpolated Closest Days: 6, distance 61.284681
Analysed days: 8, Interpolated Closest Days: 2, distance 61.368580
Analysed days: 18, Interpolated Closest Days: 6, distance 61.772008
Analysed days: 19, Interpolated Closest Days: 6, distance 61.772008
Analysed days: 20, Interpolated Closest Days: 6, distance 61.772008
Analysed days: 21, Interpolated Closest Days: 6, distance 61.772008
Analysed days: 11, Interpolated Closest Days: 6, distance 61.832909
Analysed days: 12, Interpolated Closest Days: 6, distance 61.832909
Analysed days: 13, Interpolated Closest Days: 6, distance 61.832909
Analysed days: 14, Interpolated Closest Days: 6, distance 61.832909
Analysed days: 11, Interpolated Closest Days: 7, distance 61.875461
Analysed days: 11, Interpolated Closest Days: 8, distance 61.875461
Analysed days: 11, Interpolated Closest Days: 9, distance 61.875461
Analysed days: 11, Interpolated Closest Days: 10, distance 61.875461
Analysed days: 12, Interpolated Closest Days: 7, distance 61.875461
Analysed days: 12, Interpolated Closest Days: 8, distance 61.875461
Analysed days: 12, Interpolated Closest Days: 9, distance 61.875461
Analysed days: 12, Interpolated Closest Days: 10, distance 61.875461
Analysed days: 12, Interpolated Closest Days: 11, distance 61.875461
Analysed days: 13, Interpolated Closest Days: 7, distance 61.875461
Analysed days: 13, Interpolated Closest Days: 8, distance 61.875461
Analysed days: 13, Interpolated Closest Days: 9, distance 61.875461
Analysed days: 13, Interpolated Closest Days: 10, distance 61.875461
Analysed days: 13, Interpolated Closest Days: 11, distance 61.875461
Analysed days: 13, Interpolated Closest Days: 12, distance 61.875461
Analysed days: 14, Interpolated Closest Days: 7, distance 61.875461
Analysed days: 14, Interpolated Closest Days: 8, distance 61.875461
Analysed days: 14, Interpolated Closest Days: 9, distance 61.875461
Analysed days: 14, Interpolated Closest Days: 10, distance 61.875461
Analysed days: 14, Interpolated Closest Days: 11, distance 61.875461
Analysed days: 14, Interpolated Closest Days: 12, distance 61.875461
Analysed days: 14, Interpolated Closest Days: 13, distance 61.875461
Analysed days: 16, Interpolated Closest Days: 4, distance 62.011332
Analysed days: 18, Interpolated Closest Days: 8, distance 62.359431
Analysed days: 19, Interpolated Closest Days: 9, distance 62.366730
Analysed days: 20, Interpolated Closest Days: 9, distance 62.366730
Analysed days: 21, Interpolated Closest Days: 9, distance 62.366730
Analysed days: 16, Interpolated Closest Days: 6, distance 62.754361
Analysed days: 29, Interpolated Closest Days: 7, distance 62.796153
Analysed days: 19, Interpolated Closest Days: 8, distance 63.241390
Analysed days: 20, Interpolated Closest Days: 8, distance 63.241390
Analysed days: 21, Interpolated Closest Days: 8, distance 63.241390
Analysed days: 18, Interpolated Closest Days: 7, distance 63.340531
Analysed days: 19, Interpolated Closest Days: 7, distance 63.340531
Analysed days: 20, Interpolated Closest Days: 7, distance 63.340531
Analysed days: 21, Interpolated Closest Days: 7, distance 63.340531
Analysed days: 16, Interpolated Closest Days: 5, distance 64.225222
Analysed days: 29, Interpolated Closest Days: 6, distance 64.511182
Analysed days: 17, Interpolated Closest Days: 7, distance 64.621142
Analysed days: 17, Interpolated Closest Days: 5, distance 64.626305
Analysed days: 11, Interpolated Closest Days: 5, distance 64.784557
Analysed days: 12, Interpolated Closest Days: 5, distance 64.784557
Analysed days: 13, Interpolated Closest Days: 5, distance 64.784557
Analysed days: 14, Interpolated Closest Days: 5, distance 64.784557
Analysed days: 15, Interpolated Closest Days: 5, distance 65.115132
Analysed days: 15, Interpolated Closest Days: 3, distance 65.445499
Analysed days: 9, Interpolated Closest Days: 3, distance 65.622231
Analysed days: 10, Interpolated Closest Days: 3, distance 65.622231
Analysed days: 25, Interpolated Closest Days: 6, distance 66.062823
Analysed days: 26, Interpolated Closest Days: 6, distance 66.062823
Analysed days: 27, Interpolated Closest Days: 6, distance 66.062823
Analysed days: 28, Interpolated Closest Days: 6, distance 66.062823
Analysed days: 17, Interpolated Closest Days: 6, distance 66.075584
Analysed days: 29, Interpolated Closest Days: 4, distance 66.877519
Analysed days: 29, Interpolated Closest Days: 5, distance 66.946611
Analysed days: 15, Interpolated Closest Days: 4, distance 67.408583
Analysed days: 5, Interpolated Closest Days: 1, distance 67.801750
Analysed days: 6, Interpolated Closest Days: 1, distance 67.801750
Analysed days: 7, Interpolated Closest Days: 1, distance 67.801750
Analysed days: 8, Interpolated Closest Days: 1, distance 67.801750
Analysed days: 9, Interpolated Closest Days: 1, distance 67.801750
Analysed days: 10, Interpolated Closest Days: 1, distance 67.801750
Analysed days: 18, Interpolated Closest Days: 5, distance 68.706456
Analysed days: 19, Interpolated Closest Days: 5, distance 68.706456
Analysed days: 20, Interpolated Closest Days: 5, distance 68.706456
Analysed days: 21, Interpolated Closest Days: 5, distance 68.706456
Analysed days: 22, Interpolated Closest Days: 5, distance 68.706456
Analysed days: 23, Interpolated Closest Days: 5, distance 68.706456
Analysed days: 24, Interpolated Closest Days: 5, distance 68.706456
Analysed days: 25, Interpolated Closest Days: 5, distance 68.706456
Analysed days: 26, Interpolated Closest Days: 5, distance 68.706456
Analysed days: 27, Interpolated Closest Days: 5, distance 68.706456
Analysed days: 28, Interpolated Closest Days: 5, distance 68.706456
Analysed days: 9, Interpolated Closest Days: 2, distance 70.612438
Analysed days: 10, Interpolated Closest Days: 2, distance 70.612438
Analysed days: 18, Interpolated Closest Days: 4, distance 72.688065
Analysed days: 19, Interpolated Closest Days: 4, distance 72.688065
Analysed days: 20, Interpolated Closest Days: 4, distance 72.688065
Analysed days: 21, Interpolated Closest Days: 4, distance 72.688065
Analysed days: 22, Interpolated Closest Days: 4, distance 72.688065
Analysed days: 23, Interpolated Closest Days: 4, distance 72.688065
Analysed days: 24, Interpolated Closest Days: 4, distance 72.688065
Analysed days: 25, Interpolated Closest Days: 4, distance 72.688065
Analysed days: 26, Interpolated Closest Days: 4, distance 72.688065
Analysed days: 27, Interpolated Closest Days: 4, distance 72.688065
Analysed days: 28, Interpolated Closest Days: 4, distance 72.688065
Analysed days: 16, Interpolated Closest Days: 3, distance 73.892798
Analysed days: 17, Interpolated Closest Days: 4, distance 74.047122
Analysed days: 18, Interpolated Closest Days: 3, distance 74.365098
Analysed days: 19, Interpolated Closest Days: 3, distance 74.365098
Analysed days: 20, Interpolated Closest Days: 3, distance 74.365098
Analysed days: 21, Interpolated Closest Days: 3, distance 74.365098
Analysed days: 22, Interpolated Closest Days: 3, distance 74.365098
Analysed days: 23, Interpolated Closest Days: 3, distance 74.365098
Analysed days: 24, Interpolated Closest Days: 3, distance 74.365098
Analysed days: 25, Interpolated Closest Days: 3, distance 74.365098
Analysed days: 26, Interpolated Closest Days: 3, distance 74.365098
Analysed days: 27, Interpolated Closest Days: 3, distance 74.365098
Analysed days: 28, Interpolated Closest Days: 3, distance 74.365098
Analysed days: 29, Interpolated Closest Days: 3, distance 74.365098
Analysed days: 18, Interpolated Closest Days: 2, distance 74.492672
Analysed days: 19, Interpolated Closest Days: 2, distance 74.492672
Analysed days: 20, Interpolated Closest Days: 2, distance 74.492672
Analysed days: 21, Interpolated Closest Days: 2, distance 74.492672
Analysed days: 22, Interpolated Closest Days: 2, distance 74.492672
Analysed days: 23, Interpolated Closest Days: 2, distance 74.492672
Analysed days: 24, Interpolated Closest Days: 2, distance 74.492672
Analysed days: 25, Interpolated Closest Days: 2, distance 74.492672
Analysed days: 26, Interpolated Closest Days: 2, distance 74.492672
Analysed days: 27, Interpolated Closest Days: 2, distance 74.492672
Analysed days: 28, Interpolated Closest Days: 2, distance 74.492672
Analysed days: 29, Interpolated Closest Days: 2, distance 74.492672
Analysed days: 11, Interpolated Closest Days: 4, distance 75.704723
Analysed days: 12, Interpolated Closest Days: 4, distance 75.704723
Analysed days: 13, Interpolated Closest Days: 4, distance 75.704723
Analysed days: 14, Interpolated Closest Days: 4, distance 75.704723
Analysed days: 17, Interpolated Closest Days: 3, distance 81.062274
Analysed days: 11, Interpolated Closest Days: 3, distance 81.361420
Analysed days: 12, Interpolated Closest Days: 3, distance 81.361420
Analysed days: 13, Interpolated Closest Days: 3, distance 81.361420
Analysed days: 14, Interpolated Closest Days: 3, distance 81.361420
Analysed days: 11, Interpolated Closest Days: 2, distance 84.464198
Analysed days: 12, Interpolated Closest Days: 2, distance 84.464198
Analysed days: 13, Interpolated Closest Days: 2, distance 84.464198
Analysed days: 14, Interpolated Closest Days: 2, distance 84.464198
Analysed days: 15, Interpolated Closest Days: 2, distance 84.464198
Analysed days: 16, Interpolated Closest Days: 2, distance 84.464198
Analysed days: 17, Interpolated Closest Days: 2, distance 87.549377
Analysed days: 11, Interpolated Closest Days: 1, distance 100.063302
Analysed days: 12, Interpolated Closest Days: 1, distance 100.063302
Analysed days: 13, Interpolated Closest Days: 1, distance 100.063302
Analysed days: 14, Interpolated Closest Days: 1, distance 100.063302
Analysed days: 15, Interpolated Closest Days: 1, distance 100.063302
Analysed days: 16, Interpolated Closest Days: 1, distance 100.063302
Analysed days: 17, Interpolated Closest Days: 1, distance 100.063302
