Symbol	Description
CSV19	Soybean Crush {Oct 19}
CSZ18	Soybean Crush {Dec 18}
CU18	Corn (Pit) {Sep 18}
CU19	Corn (Pit) {Sep 19}
CU20	Corn (Pit) {Sep 20}
CZ18	Corn (Pit) {Dec 18}
CZ19	Corn (Pit) {Dec 19}
CZ20	Corn (Pit) {Dec 20}
CZ21	Corn (Pit) {Dec 21}
DH	DJ Real Estate Index
DH.C	DJ Real Estate Index Continuation
DHH19	DJ Real Estate Index {Mar 19}
DHM19	DJ Real Estate Index {Jun 19}
DHU18	DJ Real Estate Index {Sep 18}
DHZ18	DJ Real Estate Index {Dec 18}
DJ	DJIA
F0.C	Urea FOB Egypt Swap Continuation
F0N18	Urea FOB Egypt Swap {Jul 18}
F3	Australian Wheat FOB
F3.C	Australian Wheat FOB Continuation
F3F19	Australian Wheat FOB {Jan 19}
F3G19	Australian Wheat FOB {Feb 19}
F3H19	Australian Wheat FOB {Mar 19}
F3J19	Australian Wheat FOB {Apr 19}
F3K19	Australian Wheat FOB {May 19}
F3M19	Australian Wheat FOB {Jun 19}
F3N18	Australian Wheat FOB {Jul 18}
F3Q18	Australian Wheat FOB {Aug 18}
F3U18	Australian Wheat FOB {Sep 18}
F3V18	Australian Wheat FOB {Oct 18}
F3X18	Australian Wheat FOB {Nov 18}
F3Z18	Australian Wheat FOB {Dec 18}
F4	Urea FOB MidEast Swa
F4.C	Urea FOB MidEast Swa Continuation
F4F19	Urea FOB MidEast Swa {Jan 19}
F4G19	Urea FOB MidEast Swa {Feb 19}
F4H19	Urea FOB MidEast Swa {Mar 19}
F4N18	Urea FOB MidEast Swa {Jul 18}
F4Q18	Urea FOB MidEast Swa {Aug 18}
F4U18	Urea FOB MidEast Swa {Sep 18}
F4V18	Urea FOB MidEast Swa {Oct 18}
F4X18	Urea FOB MidEast Swa {Nov 18}
F4Z18	Urea FOB MidEast Swa {Dec 18}
F5.C	Urea FOB NOLA Swap Continuation
F5F19	Urea FOB NOLA Swap {Jan 19}
F5G19	Urea FOB NOLA Swap {Feb 19}
F5H19	Urea FOB NOLA Swap {Mar 19}
F5N18	Urea FOB NOLA Swap {Jul 18}
F5Q18	Urea FOB NOLA Swap {Aug 18}
F5U18	Urea FOB NOLA Swap {Sep 18}
F5V18	Urea FOB NOLA Swap {Oct 18}
F5X18	Urea FOB NOLA Swap {Nov 18}
F5Z18	Urea FOB NOLA Swap {Dec 18}
F7.C	UAN FOB NOLA Swap Continuation
F7F19	UAN FOB NOLA Swap {Jan 19}
F7G19	UAN FOB NOLA Swap {Feb 19}
F7H19	UAN FOB NOLA Swap {Mar 19}
F7N18	UAN FOB NOLA Swap {Jul 18}
F7Q18	UAN FOB NOLA Swap {Aug 18}
F7U18	UAN FOB NOLA Swap {Sep 18}
F7V18	UAN FOB NOLA Swap {Oct 18}
F7X18	UAN FOB NOLA Swap {Nov 18}
F7Z18	UAN FOB NOLA Swap {Dec 18}
F8.C	DAP FOB NOLA Swap Continuation
F8N18	DAP FOB NOLA Swap {Jul 18}
F8Q18	DAP FOB NOLA Swap {Aug 18}
F8U18	DAP FOB NOLA Swap {Sep 18}
F8V18	DAP FOB NOLA Swap {Oct 18}
FF	30-Day Fed Funds(Pit
FF.C	30-Day Fed Funds(Pit Continuation
FFF19	30-Day Fed Funds(Pit {Jan 19}
FFF20	30-Day Fed Funds(Pit {Jan 20}
FFF21	30-Day Fed Funds(Pit {Jan 21}
FFG19	30-Day Fed Funds(Pit {Feb 19}
FFG20	30-Day Fed Funds(Pit {Feb 20}
FFG21	30-Day Fed Funds(Pit {Feb 21}
FFH19	30-Day Fed Funds(Pit {Mar 19}
FFH20	30-Day Fed Funds(Pit {Mar 20}
FFH21	30-Day Fed Funds(Pit {Mar 21}
FFJ19	30-Day Fed Funds(Pit {Apr 19}
FFJ20	30-Day Fed Funds(Pit {Apr 20}
FFJ21	30-Day Fed Funds(Pit {Apr 21}
FFK19	30-Day Fed Funds(Pit {May 19}
FFK20	30-Day Fed Funds(Pit {May 20}
FFK21	30-Day Fed Funds(Pit {May 21}
FFM19	30-Day Fed Funds(Pit {Jun 19}
FFM20	30-Day Fed Funds(Pit {Jun 20}
FFM21	30-Day Fed Funds(Pit {Jun 21}
FFN18	30-Day Fed Funds(Pit {Jul 18}
FFN19	30-Day Fed Funds(Pit {Jul 19}
FFN20	30-Day Fed Funds(Pit {Jul 20}
FFQ18	30-Day Fed Funds(Pit {Aug 18}
FFQ19	30-Day Fed Funds(Pit {Aug 19}
FFQ20	30-Day Fed Funds(Pit {Aug 20}
FFU18	30-Day Fed Funds(Pit {Sep 18}
FFU19	30-Day Fed Funds(Pit {Sep 19}
FFU20	30-Day Fed Funds(Pit {Sep 20}
FFV18	30-Day Fed Funds(Pit {Oct 18}
FFV19	30-Day Fed Funds(Pit {Oct 19}
FFV20	30-Day Fed Funds(Pit {Oct 20}
FFX18	30-Day Fed Funds(Pit {Nov 18}
FFX19	30-Day Fed Funds(Pit {Nov 19}
FFX20	30-Day Fed Funds(Pit {Nov 20}
FFZ18	30-Day Fed Funds(Pit {Dec 18}
FFZ19	30-Day Fed Funds(Pit {Dec 19}
FFZ20	30-Day Fed Funds(Pit {Dec 20}
FV.C	5-Year T-Note (Pit) Continuation
FVH19	5-Year T-Note (Pit) {Mar 19}
FVU18	5-Year T-Note (Pit) {Sep 18}
FVZ18	5-Year T-Note (Pit) {Dec 18}
FZ.C	Ethanol Forward Continuation
FZF19	Ethanol Forward {Jan 19}
FZF20	Ethanol Forward {Jan 20}
FZF21	Ethanol Forward {Jan 21}
FZG19	Ethanol Forward {Feb 19}
FZG20	Ethanol Forward {Feb 20}
FZG21	Ethanol Forward {Feb 21}
FZH19	Ethanol Forward {Mar 19}
FZH20	Ethanol Forward {Mar 20}
FZH21	Ethanol Forward {Mar 21}
FZJ19	Ethanol Forward {Apr 19}
FZJ20	Ethanol Forward {Apr 20}
FZJ21	Ethanol Forward {Apr 21}
FZK19	Ethanol Forward {May 19}
FZK20	Ethanol Forward {May 20}
FZK21	Ethanol Forward {May 21}
FZM19	Ethanol Forward {Jun 19}
FZM20	Ethanol Forward {Jun 20}
FZM21	Ethanol Forward {Jun 21}
FZN18	Ethanol Forward {Jul 18}
FZN19	Ethanol Forward {Jul 19}
FZN20	Ethanol Forward {Jul 20}
FZQ18	Ethanol Forward {Aug 18}
FZQ19	Ethanol Forward {Aug 19}
FZQ20	Ethanol Forward {Aug 20}
FZU18	Ethanol Forward {Sep 18}
FZU19	Ethanol Forward {Sep 19}
FZU20	Ethanol Forward {Sep 20}
FZV18	Ethanol Forward {Oct 18}
FZV19	Ethanol Forward {Oct 19}
FZV20	Ethanol Forward {Oct 20}
FZX18	Ethanol Forward {Nov 18}
FZX19	Ethanol Forward {Nov 19}
FZX20	Ethanol Forward {Nov 20}
FZZ18	Ethanol Forward {Dec 18}
FZZ19	Ethanol Forward {Dec 19}
FZZ20	Ethanol Forward {Dec 20}
KF.C	Black Sea Wheat Continuation
KFF19	Black Sea Wheat {Jan 19}
KFG19	Black Sea Wheat {Feb 19}
KFH19	Black Sea Wheat {Mar 19}
KFJ19	Black Sea Wheat {Apr 19}
KFK19	Black Sea Wheat {May 19}
KFM19	Black Sea Wheat {Jun 19}
KFN18	Black Sea Wheat {Jul 18}
KFN19	Black Sea Wheat {Jul 19}
KFQ18	Black Sea Wheat {Aug 18}
KFQ19	Black Sea Wheat {Aug 19}
KFU18	Black Sea Wheat {Sep 18}
KFU19	Black Sea Wheat {Sep 19}
KFV18	Black Sea Wheat {Oct 18}
KFX18	Black Sea Wheat {Nov 18}
KFZ18	Black Sea Wheat {Dec 18}
KH.C	Black Sea Corn Continuation
KHF19	Black Sea Corn {Jan 19}
KHG19	Black Sea Corn {Feb 19}
KHH19	Black Sea Corn {Mar 19}
KHJ19	Black Sea Corn {Apr 19}
KHK19	Black Sea Corn {May 19}
KHM19	Black Sea Corn {Jun 19}
KHN18	Black Sea Corn {Jul 18}
KHQ18	Black Sea Corn {Aug 18}
KHU18	Black Sea Corn {Sep 18}
KHV18	Black Sea Corn {Oct 18}
KHX18	Black Sea Corn {Nov 18}
KHZ18	Black Sea Corn {Dec 18}
M0.C	2-Year EUR I/R Swap Continuation
M0U18	2-Year EUR I/R Swap {Sep 18}
M0Z18	2-Year EUR I/R Swap {Dec 18}
M1.C	5-Year EUR I/R Swap Continuation
M1U18	5-Year EUR I/R Swap {Sep 18}
M1Z18	5-Year EUR I/R Swap {Dec 18}
M2.C	10-Year EUR I/R Swap Continuation
M2U18	10-Year EUR I/R Swap {Sep 18}
M2Z18	10-Year EUR I/R Swap {Dec 18}
MK	HRW Wheat mini-sized
MK.C	HRW Wheat mini-sized Continuation
MKH19	HRW Wheat mini-sized {Mar 19}
MKH20	HRW Wheat mini-sized {Mar 20}
MKH21	HRW Wheat mini-sized {Mar 21}
MKK19	HRW Wheat mini-sized {May 19}
MKK20	HRW Wheat mini-sized {May 20}
MKK21	HRW Wheat mini-sized {May 21}
MKN18	HRW Wheat mini-sized {Jul 18}
MKN19	HRW Wheat mini-sized {Jul 19}
MKN20	HRW Wheat mini-sized {Jul 20}
MKN21	HRW Wheat mini-sized {Jul 21}
MKU18	HRW Wheat mini-sized {Sep 18}
MKU19	HRW Wheat mini-sized {Sep 19}
MKU20	HRW Wheat mini-sized {Sep 20}
MKZ18	HRW Wheat mini-sized {Dec 18}
MKZ19	HRW Wheat mini-sized {Dec 19}
MKZ20	HRW Wheat mini-sized {Dec 20}
O	Oats (Pit)
O.C	Oats (Pit) Continuation
OH19	Oats (Pit) {Mar 19}
OH20	Oats (Pit) {Mar 20}
OK19	Oats (Pit) {May 19}
OK20	Oats (Pit) {May 20}
ON18	Oats (Pit) {Jul 18}
ON19	Oats (Pit) {Jul 19}
ON20	Oats (Pit) {Jul 20}
OU18	Oats (Pit) {Sep 18}
OU19	Oats (Pit) {Sep 19}
OU20	Oats (Pit) {Sep 20}
OZ18	Oats (Pit) {Dec 18}
OZ19	Oats (Pit) {Dec 19}
RD.C	2-Year USD I/R Swap Continuation
RDU18	2-Year USD I/R Swap {Sep 18}
RDZ18	2-Year USD I/R Swap {Dec 18}
RH.C	5-Year USD I/R Swap Continuation
RHU18	5-Year USD I/R Swap {Sep 18}
RHZ18	5-Year USD I/R Swap {Dec 18}
RQ.C	10-Year USD I/R Swap Continuation
RQU18	10-Year USD I/R Swap {Sep 18}
RQZ18	10-Year USD I/R Swap {Dec 18}
RR	Rough Rice (Pit)
RR.C	Rough Rice (Pit) Continuation
RRF19	Rough Rice (Pit) {Jan 19}
RRH19	Rough Rice (Pit) {Mar 19}
RRK19	Rough Rice (Pit) {May 19}
RRN18	Rough Rice (Pit) {Jul 18}
RRN19	Rough Rice (Pit) {Jul 19}
RRU18	Rough Rice (Pit) {Sep 18}
RRU19	Rough Rice (Pit) {Sep 19}
RRX18	Rough Rice (Pit) {Nov 18}
RW.C	30-Year USD I/R Swap Continuation
RWU18	30-Year USD I/R Swap {Sep 18}
RWZ18	30-Year USD I/R Swap {Dec 18}
S	Soybeans (Pit)
S.C	Soybeans (Pit) Continuation
SA.C	7-Year USD I/R Swap Continuation
SAU18	7-Year USD I/R Swap {Sep 18}
SAZ18	7-Year USD I/R Swap {Dec 18}
SF19	Soybeans (Pit) {Jan 19}
SF20	Soybeans (Pit) {Jan 20}
SH19	Soybeans (Pit) {Mar 19}
SH20	Soybeans (Pit) {Mar 20}
SK19	Soybeans (Pit) {May 19}
SK20	Soybeans (Pit) {May 20}
SM	Soybean Meal (Pit)
SM.C	Soybean Meal (Pit) Continuation
SMF19	Soybean Meal (Pit) {Jan 19}
SMF20	Soybean Meal (Pit) {Jan 20}
SMH19	Soybean Meal (Pit) {Mar 19}
SMH20	Soybean Meal (Pit) {Mar 20}
SMK19	Soybean Meal (Pit) {May 19}
SMK20	Soybean Meal (Pit) {May 20}
SMN18	Soybean Meal (Pit) {Jul 18}
SMN19	Soybean Meal (Pit) {Jul 19}
SMN20	Soybean Meal (Pit) {Jul 20}
SMN21	Soybean Meal (Pit) {Jul 21}
SMQ18	Soybean Meal (Pit) {Aug 18}
SMQ19	Soybean Meal (Pit) {Aug 19}
SMQ20	Soybean Meal (Pit) {Aug 20}
SMU18	Soybean Meal (Pit) {Sep 18}
SMU19	Soybean Meal (Pit) {Sep 19}
SMU20	Soybean Meal (Pit) {Sep 20}
SMV18	Soybean Meal (Pit) {Oct 18}
SMV19	Soybean Meal (Pit) {Oct 19}
SMV20	Soybean Meal (Pit) {Oct 20}
SMV21	Soybean Meal (Pit) {Oct 21}
SMZ18	Soybean Meal (Pit) {Dec 18}
SMZ19	Soybean Meal (Pit) {Dec 19}
SMZ20	Soybean Meal (Pit) {Dec 20}
SMZ21	Soybean Meal (Pit) {Dec 21}
SN18	Soybeans (Pit) {Jul 18}
SN19	Soybeans (Pit) {Jul 19}
SN20	Soybeans (Pit) {Jul 20}
SN21	Soybeans (Pit) {Jul 21}
SQ18	Soybeans (Pit) {Aug 18}
SQ19	Soybeans (Pit) {Aug 19}
SQ20	Soybeans (Pit) {Aug 20}
SR.C	20-Year USD I/R Swap Continuation
SRU18	20-Year USD I/R Swap {Sep 18}
SRZ18	20-Year USD I/R Swap {Dec 18}
SU18	Soybeans (Pit) {Sep 18}
SU19	Soybeans (Pit) {Sep 19}
SU20	Soybeans (Pit) {Sep 20}
SX18	Soybeans (Pit) {Nov 18}
SX19	Soybeans (Pit) {Nov 19}
SX20	Soybeans (Pit) {Nov 20}
SX21	Soybeans (Pit) {Nov 21}
TF.C	3-Year T-Note (Pit) Continuation
TFH19	3-Year T-Note (Pit) {Mar 19}
TFU18	3-Year T-Note (Pit) {Sep 18}
TFZ18	3-Year T-Note (Pit) {Dec 18}
TN.C	Ultra 10-Year T-Note Continuation
TNH19	Ultra 10-Year T-Note {Mar 19}
TNU18	Ultra 10-Year T-Note {Sep 18}
TNZ18	Ultra 10-Year T-Note {Dec 18}
TU.C	2-Year T-Note (Pit) Continuation
TUH19	2-Year T-Note (Pit) {Mar 19}
TUU18	2-Year T-Note (Pit) {Sep 18}
TUZ18	2-Year T-Note (Pit) {Dec 18}
TY.C	10-Year T-Note (Pit) Continuation
TYH19	10-Year T-Note (Pit) {Mar 19}
TYU18	10-Year T-Note (Pit) {Sep 18}
TYZ18	10-Year T-Note (Pit) {Dec 18}
UD.C	Ultra T-Bond Continuation
UDH19	Ultra T-Bond {Mar 19}
UDU18	Ultra T-Bond {Sep 18}
UDZ18	Ultra T-Bond {Dec 18}
UL.C	Ultra T-Bond (Pit) Continuation
ULH19	Ultra T-Bond (Pit) {Mar 19}
ULU18	Ultra T-Bond (Pit) {Sep 18}
ULZ18	Ultra T-Bond (Pit) {Dec 18}
US.C	T-Bond (Pit) Continuation
USH19	T-Bond (Pit) {Mar 19}
USU18	T-Bond (Pit) {Sep 18}
USZ18	T-Bond (Pit) {Dec 18}
W	Wheat (Pit)
W.C	Wheat (Pit) Continuation
WH19	Wheat (Pit) {Mar 19}
WH20	Wheat (Pit) {Mar 20}
WH21	Wheat (Pit) {Mar 21}
WK19	Wheat (Pit) {May 19}
WK20	Wheat (Pit) {May 20}
WK21	Wheat (Pit) {May 21}
WN18	Wheat (Pit) {Jul 18}
WN19	Wheat (Pit) {Jul 19}
WN20	Wheat (Pit) {Jul 20}
WN21	Wheat (Pit) {Jul 21}
WU18	Wheat (Pit) {Sep 18}
WU19	Wheat (Pit) {Sep 19}
WU20	Wheat (Pit) {Sep 20}
WZ18	Wheat (Pit) {Dec 18}
WZ19	Wheat (Pit) {Dec 19}
WZ20	Wheat (Pit) {Dec 20}
XK.C	Soybeans mini-sized Continuation
XKF19	Soybeans mini-sized {Jan 19}
XKF20	Soybeans mini-sized {Jan 20}
XKH19	Soybeans mini-sized {Mar 19}
XKH20	Soybeans mini-sized {Mar 20}
XKK19	Soybeans mini-sized {May 19}
XKK20	Soybeans mini-sized {May 20}
XKN18	Soybeans mini-sized {Jul 18}
XKN19	Soybeans mini-sized {Jul 19}
XKN20	Soybeans mini-sized {Jul 20}
XKN21	Soybeans mini-sized {Jul 21}
XKQ18	Soybeans mini-sized {Aug 18}
XKQ19	Soybeans mini-sized {Aug 19}
XKQ20	Soybeans mini-sized {Aug 20}
XKU18	Soybeans mini-sized {Sep 18}
XKU19	Soybeans mini-sized {Sep 19}
XKU20	Soybeans mini-sized {Sep 20}
XKX18	Soybeans mini-sized {Nov 18}
XKX19	Soybeans mini-sized {Nov 19}
XKX20	Soybeans mini-sized {Nov 20}
XKX21	Soybeans mini-sized {Nov 21}
XN.C	Corn mini-sized Continuation
XNH19	Corn mini-sized {Mar 19}
XNH20	Corn mini-sized {Mar 20}
XNK19	Corn mini-sized {May 19}
XNK20	Corn mini-sized {May 20}
XNN18	Corn mini-sized {Jul 18}
XNN19	Corn mini-sized {Jul 19}
XNN20	Corn mini-sized {Jul 20}
XNN21	Corn mini-sized {Jul 21}
XNU18	Corn mini-sized {Sep 18}
XNU19	Corn mini-sized {Sep 19}
XNU20	Corn mini-sized {Sep 20}
XNZ18	Corn mini-sized {Dec 18}
XNZ19	Corn mini-sized {Dec 19}
XNZ20	Corn mini-sized {Dec 20}
XNZ21	Corn mini-sized {Dec 21}
XW.C	Wheat mini-sized Continuation
XWH19	Wheat mini-sized {Mar 19}
XWH20	Wheat mini-sized {Mar 20}
XWH21	Wheat mini-sized {Mar 21}
XWK19	Wheat mini-sized {May 19}
XWK20	Wheat mini-sized {May 20}
XWK21	Wheat mini-sized {May 21}
XWN18	Wheat mini-sized {Jul 18}
XWN19	Wheat mini-sized {Jul 19}
XWN20	Wheat mini-sized {Jul 20}
XWN21	Wheat mini-sized {Jul 21}
XWU18	Wheat mini-sized {Sep 18}
XWU19	Wheat mini-sized {Sep 19}
XWU20	Wheat mini-sized {Sep 20}
XWZ18	Wheat mini-sized {Dec 18}
XWZ19	Wheat mini-sized {Dec 19}
XWZ20	Wheat mini-sized {Dec 20}
YC.C	Corn mini-sized (Pit Continuation
YCH19	Corn mini-sized (Pit {Mar 19}
YCH20	Corn mini-sized (Pit {Mar 20}
YCK19	Corn mini-sized (Pit {May 19}
YCK20	Corn mini-sized (Pit {May 20}
YCN18	Corn mini-sized (Pit {Jul 18}
YCN19	Corn mini-sized (Pit {Jul 19}
YCN20	Corn mini-sized (Pit {Jul 20}
YCN21	Corn mini-sized (Pit {Jul 21}
YCU18	Corn mini-sized (Pit {Sep 18}
YCU19	Corn mini-sized (Pit {Sep 19}
YCU20	Corn mini-sized (Pit {Sep 20}
YCZ18	Corn mini-sized (Pit {Dec 18}
YCZ19	Corn mini-sized (Pit {Dec 19}
YCZ20	Corn mini-sized (Pit {Dec 20}
YCZ21	Corn mini-sized (Pit {Dec 21}
YK.C	Soybeans mini-siz(P) Continuation
YKF19	Soybeans mini-siz(P) {Jan 19}
YKF20	Soybeans mini-siz(P) {Jan 20}
YKH19	Soybeans mini-siz(P) {Mar 19}
YKH20	Soybeans mini-siz(P) {Mar 20}
YKK19	Soybeans mini-siz(P) {May 19}
YKK20	Soybeans mini-siz(P) {May 20}
YKN18	Soybeans mini-siz(P) {Jul 18}
YKN19	Soybeans mini-siz(P) {Jul 19}
YKN20	Soybeans mini-siz(P) {Jul 20}
YKN21	Soybeans mini-siz(P) {Jul 21}
YKQ18	Soybeans mini-siz(P) {Aug 18}
YKQ19	Soybeans mini-siz(P) {Aug 19}
YKQ20	Soybeans mini-siz(P) {Aug 20}
YKU18	Soybeans mini-siz(P) {Sep 18}
YKU19	Soybeans mini-siz(P) {Sep 19}
YKU20	Soybeans mini-siz(P) {Sep 20}
YKX18	Soybeans mini-siz(P) {Nov 18}
YKX19	Soybeans mini-siz(P) {Nov 19}
YKX20	Soybeans mini-siz(P) {Nov 20}
YKX21	Soybeans mini-siz(P) {Nov 21}
YM	Dow Indu 30 E-Mini
YM.C	Dow Indu 30 E-Mini Continuation
YMH19	Dow Indu 30 E-Mini {Mar 19}
YMM19	Dow Indu 30 E-Mini {Jun 19}
YMU18	Dow Indu 30 E-Mini {Sep 18}
YMZ18	Dow Indu 30 E-Mini {Dec 18}
YW.C	Wheat mini-sized(Pit Continuation
YWH19	Wheat mini-sized(Pit {Mar 19}
YWH20	Wheat mini-sized(Pit {Mar 20}
YWH21	Wheat mini-sized(Pit {Mar 21}
YWK19	Wheat mini-sized(Pit {May 19}
YWK20	Wheat mini-sized(Pit {May 20}
YWK21	Wheat mini-sized(Pit {May 21}
YWN18	Wheat mini-sized(Pit {Jul 18}
YWN19	Wheat mini-sized(Pit {Jul 19}
YWN20	Wheat mini-sized(Pit {Jul 20}
YWN21	Wheat mini-sized(Pit {Jul 21}
YWU18	Wheat mini-sized(Pit {Sep 18}
YWU19	Wheat mini-sized(Pit {Sep 19}
YWU20	Wheat mini-sized(Pit {Sep 20}
YWZ18	Wheat mini-sized(Pit {Dec 18}
YWZ19	Wheat mini-sized(Pit {Dec 19}
YWZ20	Wheat mini-sized(Pit {Dec 20}
ZB.C	T-Bond Continuation
ZBH19	T-Bond {Mar 19}
ZBU18	T-Bond {Sep 18}
ZBZ18	T-Bond {Dec 18}
ZC	Corn
ZC.C	Corn Continuation
ZCH19	Corn {Mar 19}
ZCH20	Corn {Mar 20}
ZCK19	Corn {May 19}
ZCK20	Corn {May 20}
ZCN18	Corn {Jul 18}
ZCN19	Corn {Jul 19}
ZCN20	Corn {Jul 20}
ZCN21	Corn {Jul 21}
ZCU18	Corn {Sep 18}
ZCU19	Corn {Sep 19}
ZCU20	Corn {Sep 20}
ZCZ18	Corn {Dec 18}
ZCZ19	Corn {Dec 19}
ZCZ20	Corn {Dec 20}
ZCZ21	Corn {Dec 21}
ZE.C	3-Year T-Note Continuation
ZEH19	3-Year T-Note {Mar 19}
ZEU18	3-Year T-Note {Sep 18}
ZEZ18	3-Year T-Note {Dec 18}
ZF	5-Year T-Note
ZF.C	5-Year T-Note Continuation
ZFH19	5-Year T-Note {Mar 19}
ZFU18	5-Year T-Note {Sep 18}
ZFZ18	5-Year T-Note {Dec 18}
ZK	Ethanol Futures
ZK.C	Ethanol Futures Continuation
ZKF19	Ethanol Futures {Jan 19}
ZKF20	Ethanol Futures {Jan 20}
ZKF21	Ethanol Futures {Jan 21}
ZKG19	Ethanol Futures {Feb 19}
ZKG20	Ethanol Futures {Feb 20}
ZKG21	Ethanol Futures {Feb 21}
ZKH19	Ethanol Futures {Mar 19}
ZKH20	Ethanol Futures {Mar 20}
ZKH21	Ethanol Futures {Mar 21}
ZKJ19	Ethanol Futures {Apr 19}
ZKJ20	Ethanol Futures {Apr 20}
ZKJ21	Ethanol Futures {Apr 21}
ZKK19	Ethanol Futures {May 19}
ZKK20	Ethanol Futures {May 20}
ZKK21	Ethanol Futures {May 21}
ZKM19	Ethanol Futures {Jun 19}
ZKM20	Ethanol Futures {Jun 20}
ZKM21	Ethanol Futures {Jun 21}
ZKN18	Ethanol Futures {Jul 18}
ZKN19	Ethanol Futures {Jul 19}
ZKN20	Ethanol Futures {Jul 20}
ZKN21	Ethanol Futures {Jul 21}
ZKQ18	Ethanol Futures {Aug 18}
ZKQ19	Ethanol Futures {Aug 19}
ZKQ20	Ethanol Futures {Aug 20}
ZKU18	Ethanol Futures {Sep 18}
ZKU19	Ethanol Futures {Sep 19}
