Linear Interpolation Prediction for TWMJF from 2018-01-26-09:30 to 2018-01-26-10:30

Analysed days: 25, Interpolated Closest Days: 14, distance 8.603759
Analysed days: 27, Interpolated Closest Days: 16, distance 9.913964
Analysed days: 28, Interpolated Closest Days: 16, distance 9.913964
Analysed days: 24, Interpolated Closest Days: 16, distance 10.112547
Analysed days: 24, Interpolated Closest Days: 17, distance 10.112547
Analysed days: 24, Interpolated Closest Days: 18, distance 10.112547
Analysed days: 24, Interpolated Closest Days: 19, distance 10.112547
Analysed days: 24, Interpolated Closest Days: 20, distance 10.112547
Analysed days: 24, Interpolated Closest Days: 21, distance 10.112547
Analysed days: 24, Interpolated Closest Days: 22, distance 10.112547
Analysed days: 24, Interpolated Closest Days: 23, distance 10.112547
Analysed days: 24, Interpolated Closest Days: 11, distance 10.150401
Analysed days: 25, Interpolated Closest Days: 11, distance 10.150401
Analysed days: 26, Interpolated Closest Days: 11, distance 10.150401
Analysed days: 27, Interpolated Closest Days: 11, distance 10.150401
Analysed days: 28, Interpolated Closest Days: 11, distance 10.150401
Analysed days: 19, Interpolated Closest Days: 8, distance 10.161667
Analysed days: 20, Interpolated Closest Days: 8, distance 10.161667
Analysed days: 21, Interpolated Closest Days: 8, distance 10.161667
Analysed days: 22, Interpolated Closest Days: 8, distance 10.161667
Analysed days: 23, Interpolated Closest Days: 8, distance 10.161667
Analysed days: 24, Interpolated Closest Days: 12, distance 10.246731
Analysed days: 23, Interpolated Closest Days: 15, distance 10.314637
Analysed days: 23, Interpolated Closest Days: 16, distance 10.314637
Analysed days: 23, Interpolated Closest Days: 17, distance 10.314637
Analysed days: 23, Interpolated Closest Days: 18, distance 10.314637
Analysed days: 23, Interpolated Closest Days: 19, distance 10.314637
Analysed days: 23, Interpolated Closest Days: 20, distance 10.314637
Analysed days: 23, Interpolated Closest Days: 21, distance 10.314637
Analysed days: 23, Interpolated Closest Days: 22, distance 10.314637
Analysed days: 22, Interpolated Closest Days: 10, distance 10.397534
Analysed days: 23, Interpolated Closest Days: 10, distance 10.397534
Analysed days: 22, Interpolated Closest Days: 11, distance 10.485264
Analysed days: 23, Interpolated Closest Days: 11, distance 10.485264
Analysed days: 24, Interpolated Closest Days: 14, distance 10.658463
Analysed days: 24, Interpolated Closest Days: 15, distance 10.846943
Analysed days: 23, Interpolated Closest Days: 13, distance 10.894701
Analysed days: 24, Interpolated Closest Days: 7, distance 10.970563
Analysed days: 25, Interpolated Closest Days: 7, distance 10.970563
Analysed days: 26, Interpolated Closest Days: 7, distance 10.970563
Analysed days: 27, Interpolated Closest Days: 7, distance 10.970563
Analysed days: 28, Interpolated Closest Days: 7, distance 10.970563
Analysed days: 29, Interpolated Closest Days: 7, distance 10.970563
Analysed days: 22, Interpolated Closest Days: 14, distance 10.983944
Analysed days: 22, Interpolated Closest Days: 15, distance 10.983944
Analysed days: 22, Interpolated Closest Days: 16, distance 10.983944
Analysed days: 22, Interpolated Closest Days: 17, distance 10.983944
Analysed days: 22, Interpolated Closest Days: 18, distance 10.983944
Analysed days: 22, Interpolated Closest Days: 19, distance 10.983944
Analysed days: 22, Interpolated Closest Days: 20, distance 10.983944
Analysed days: 22, Interpolated Closest Days: 21, distance 10.983944
Analysed days: 23, Interpolated Closest Days: 14, distance 11.091124
Analysed days: 29, Interpolated Closest Days: 15, distance 11.115136
Analysed days: 24, Interpolated Closest Days: 6, distance 11.224001
Analysed days: 25, Interpolated Closest Days: 6, distance 11.224001
Analysed days: 26, Interpolated Closest Days: 6, distance 11.224001
Analysed days: 27, Interpolated Closest Days: 6, distance 11.224001
Analysed days: 28, Interpolated Closest Days: 6, distance 11.224001
Analysed days: 29, Interpolated Closest Days: 6, distance 11.224001
Analysed days: 19, Interpolated Closest Days: 9, distance 11.277842
Analysed days: 20, Interpolated Closest Days: 9, distance 11.277842
Analysed days: 21, Interpolated Closest Days: 9, distance 11.277842
Analysed days: 19, Interpolated Closest Days: 10, distance 11.302221
Analysed days: 20, Interpolated Closest Days: 10, distance 11.302221
Analysed days: 21, Interpolated Closest Days: 10, distance 11.302221
Analysed days: 29, Interpolated Closest Days: 18, distance 11.386941
Analysed days: 29, Interpolated Closest Days: 19, distance 11.386941
Analysed days: 29, Interpolated Closest Days: 20, distance 11.386941
Analysed days: 29, Interpolated Closest Days: 21, distance 11.386941
Analysed days: 29, Interpolated Closest Days: 22, distance 11.386941
Analysed days: 29, Interpolated Closest Days: 23, distance 11.386941
Analysed days: 29, Interpolated Closest Days: 24, distance 11.386941
Analysed days: 29, Interpolated Closest Days: 25, distance 11.386941
Analysed days: 29, Interpolated Closest Days: 26, distance 11.386941
Analysed days: 29, Interpolated Closest Days: 27, distance 11.386941
Analysed days: 29, Interpolated Closest Days: 28, distance 11.386941
Analysed days: 10, Interpolated Closest Days: 6, distance 11.404909
Analysed days: 11, Interpolated Closest Days: 6, distance 11.404909
Analysed days: 12, Interpolated Closest Days: 6, distance 11.404909
Analysed days: 13, Interpolated Closest Days: 6, distance 11.404909
Analysed days: 14, Interpolated Closest Days: 6, distance 11.404909
Analysed days: 15, Interpolated Closest Days: 6, distance 11.404909
Analysed days: 16, Interpolated Closest Days: 6, distance 11.404909
Analysed days: 17, Interpolated Closest Days: 6, distance 11.404909
Analysed days: 18, Interpolated Closest Days: 6, distance 11.404909
Analysed days: 19, Interpolated Closest Days: 6, distance 11.404909
Analysed days: 20, Interpolated Closest Days: 6, distance 11.404909
Analysed days: 21, Interpolated Closest Days: 6, distance 11.404909
Analysed days: 22, Interpolated Closest Days: 6, distance 11.404909
Analysed days: 23, Interpolated Closest Days: 6, distance 11.404909
Analysed days: 24, Interpolated Closest Days: 5, distance 11.658863
Analysed days: 25, Interpolated Closest Days: 5, distance 11.658863
Analysed days: 26, Interpolated Closest Days: 5, distance 11.658863
Analysed days: 27, Interpolated Closest Days: 5, distance 11.658863
Analysed days: 28, Interpolated Closest Days: 5, distance 11.658863
Analysed days: 29, Interpolated Closest Days: 5, distance 11.658863
Analysed days: 19, Interpolated Closest Days: 13, distance 11.684001
Analysed days: 19, Interpolated Closest Days: 14, distance 11.684001
Analysed days: 19, Interpolated Closest Days: 15, distance 11.684001
Analysed days: 19, Interpolated Closest Days: 16, distance 11.684001
Analysed days: 19, Interpolated Closest Days: 17, distance 11.684001
Analysed days: 19, Interpolated Closest Days: 18, distance 11.684001
Analysed days: 20, Interpolated Closest Days: 13, distance 11.684001
Analysed days: 20, Interpolated Closest Days: 14, distance 11.684001
Analysed days: 20, Interpolated Closest Days: 15, distance 11.684001
Analysed days: 20, Interpolated Closest Days: 16, distance 11.684001
Analysed days: 20, Interpolated Closest Days: 17, distance 11.684001
Analysed days: 20, Interpolated Closest Days: 18, distance 11.684001
Analysed days: 20, Interpolated Closest Days: 19, distance 11.684001
Analysed days: 21, Interpolated Closest Days: 13, distance 11.684001
Analysed days: 21, Interpolated Closest Days: 14, distance 11.684001
Analysed days: 21, Interpolated Closest Days: 15, distance 11.684001
Analysed days: 21, Interpolated Closest Days: 16, distance 11.684001
Analysed days: 21, Interpolated Closest Days: 17, distance 11.684001
Analysed days: 21, Interpolated Closest Days: 18, distance 11.684001
Analysed days: 21, Interpolated Closest Days: 19, distance 11.684001
Analysed days: 21, Interpolated Closest Days: 20, distance 11.684001
Analysed days: 22, Interpolated Closest Days: 12, distance 11.717526
Analysed days: 9, Interpolated Closest Days: 5, distance 11.722757
Analysed days: 10, Interpolated Closest Days: 5, distance 11.750032
Analysed days: 11, Interpolated Closest Days: 5, distance 11.750032
Analysed days: 12, Interpolated Closest Days: 5, distance 11.750032
Analysed days: 13, Interpolated Closest Days: 5, distance 11.750032
Analysed days: 14, Interpolated Closest Days: 5, distance 11.750032
Analysed days: 15, Interpolated Closest Days: 5, distance 11.750032
Analysed days: 16, Interpolated Closest Days: 5, distance 11.750032
Analysed days: 17, Interpolated Closest Days: 5, distance 11.750032
Analysed days: 18, Interpolated Closest Days: 5, distance 11.750032
Analysed days: 19, Interpolated Closest Days: 5, distance 11.750032
Analysed days: 20, Interpolated Closest Days: 5, distance 11.750032
Analysed days: 21, Interpolated Closest Days: 5, distance 11.750032
Analysed days: 22, Interpolated Closest Days: 5, distance 11.750032
Analysed days: 23, Interpolated Closest Days: 5, distance 11.750032
Analysed days: 22, Interpolated Closest Days: 13, distance 11.856071
Analysed days: 24, Interpolated Closest Days: 8, distance 11.896124
Analysed days: 25, Interpolated Closest Days: 8, distance 11.896124
Analysed days: 26, Interpolated Closest Days: 8, distance 11.896124
Analysed days: 27, Interpolated Closest Days: 8, distance 11.896124
Analysed days: 28, Interpolated Closest Days: 8, distance 11.896124
Analysed days: 29, Interpolated Closest Days: 14, distance 11.994729
Analysed days: 29, Interpolated Closest Days: 16, distance 12.003068
Analysed days: 29, Interpolated Closest Days: 13, distance 12.041963
Analysed days: 29, Interpolated Closest Days: 17, distance 12.075162
Analysed days: 15, Interpolated Closest Days: 9, distance 12.162812
Analysed days: 15, Interpolated Closest Days: 10, distance 12.162812
Analysed days: 15, Interpolated Closest Days: 11, distance 12.162812
Analysed days: 15, Interpolated Closest Days: 12, distance 12.162812
Analysed days: 15, Interpolated Closest Days: 13, distance 12.162812
Analysed days: 15, Interpolated Closest Days: 14, distance 12.162812
Analysed days: 24, Interpolated Closest Days: 4, distance 12.221668
Analysed days: 25, Interpolated Closest Days: 4, distance 12.221668
Analysed days: 26, Interpolated Closest Days: 4, distance 12.221668
Analysed days: 27, Interpolated Closest Days: 4, distance 12.221668
Analysed days: 28, Interpolated Closest Days: 4, distance 12.221668
Analysed days: 29, Interpolated Closest Days: 4, distance 12.221668
Analysed days: 17, Interpolated Closest Days: 11, distance 12.249835
Analysed days: 17, Interpolated Closest Days: 12, distance 12.249835
Analysed days: 17, Interpolated Closest Days: 13, distance 12.249835
Analysed days: 17, Interpolated Closest Days: 14, distance 12.249835
Analysed days: 17, Interpolated Closest Days: 15, distance 12.249835
Analysed days: 17, Interpolated Closest Days: 16, distance 12.249835
Analysed days: 9, Interpolated Closest Days: 4, distance 12.262131
Analysed days: 16, Interpolated Closest Days: 10, distance 12.315478
Analysed days: 16, Interpolated Closest Days: 11, distance 12.315478
Analysed days: 16, Interpolated Closest Days: 12, distance 12.315478
Analysed days: 16, Interpolated Closest Days: 13, distance 12.315478
Analysed days: 16, Interpolated Closest Days: 14, distance 12.315478
Analysed days: 16, Interpolated Closest Days: 15, distance 12.315478
Analysed days: 10, Interpolated Closest Days: 4, distance 12.414816
Analysed days: 11, Interpolated Closest Days: 4, distance 12.414816
Analysed days: 12, Interpolated Closest Days: 4, distance 12.414816
Analysed days: 13, Interpolated Closest Days: 4, distance 12.414816
Analysed days: 14, Interpolated Closest Days: 4, distance 12.414816
Analysed days: 15, Interpolated Closest Days: 4, distance 12.414816
Analysed days: 16, Interpolated Closest Days: 4, distance 12.414816
Analysed days: 17, Interpolated Closest Days: 4, distance 12.414816
Analysed days: 18, Interpolated Closest Days: 4, distance 12.414816
Analysed days: 19, Interpolated Closest Days: 4, distance 12.414816
Analysed days: 20, Interpolated Closest Days: 4, distance 12.414816
Analysed days: 21, Interpolated Closest Days: 4, distance 12.414816
Analysed days: 22, Interpolated Closest Days: 4, distance 12.414816
Analysed days: 23, Interpolated Closest Days: 4, distance 12.414816
Analysed days: 8, Interpolated Closest Days: 4, distance 12.416469
Analysed days: 10, Interpolated Closest Days: 7, distance 12.480842
Analysed days: 10, Interpolated Closest Days: 8, distance 12.480842
Analysed days: 10, Interpolated Closest Days: 9, distance 12.480842
Analysed days: 11, Interpolated Closest Days: 7, distance 12.480842
Analysed days: 12, Interpolated Closest Days: 7, distance 12.480842
Analysed days: 13, Interpolated Closest Days: 7, distance 12.480842
Analysed days: 14, Interpolated Closest Days: 7, distance 12.480842
Analysed days: 15, Interpolated Closest Days: 7, distance 12.480842
Analysed days: 16, Interpolated Closest Days: 7, distance 12.480842
Analysed days: 17, Interpolated Closest Days: 7, distance 12.480842
Analysed days: 18, Interpolated Closest Days: 7, distance 12.480842
Analysed days: 19, Interpolated Closest Days: 7, distance 12.480842
Analysed days: 20, Interpolated Closest Days: 7, distance 12.480842
Analysed days: 21, Interpolated Closest Days: 7, distance 12.480842
Analysed days: 22, Interpolated Closest Days: 7, distance 12.480842
Analysed days: 23, Interpolated Closest Days: 7, distance 12.480842
Analysed days: 19, Interpolated Closest Days: 11, distance 12.580713
Analysed days: 20, Interpolated Closest Days: 11, distance 12.580713
Analysed days: 21, Interpolated Closest Days: 11, distance 12.580713
Analysed days: 19, Interpolated Closest Days: 12, distance 12.673133
Analysed days: 20, Interpolated Closest Days: 12, distance 12.673133
Analysed days: 21, Interpolated Closest Days: 12, distance 12.673133
Analysed days: 29, Interpolated Closest Days: 11, distance 12.685885
Analysed days: 9, Interpolated Closest Days: 6, distance 12.951455
Analysed days: 9, Interpolated Closest Days: 7, distance 12.951455
Analysed days: 9, Interpolated Closest Days: 8, distance 12.951455
Analysed days: 5, Interpolated Closest Days: 3, distance 12.988876
Analysed days: 6, Interpolated Closest Days: 3, distance 12.988876
Analysed days: 7, Interpolated Closest Days: 3, distance 12.988876
Analysed days: 17, Interpolated Closest Days: 9, distance 13.320921
Analysed days: 18, Interpolated Closest Days: 9, distance 13.320921
Analysed days: 10, Interpolated Closest Days: 3, distance 13.349027
Analysed days: 11, Interpolated Closest Days: 3, distance 13.349027
Analysed days: 12, Interpolated Closest Days: 3, distance 13.349027
Analysed days: 13, Interpolated Closest Days: 3, distance 13.349027
Analysed days: 14, Interpolated Closest Days: 3, distance 13.349027
Analysed days: 15, Interpolated Closest Days: 3, distance 13.349027
Analysed days: 16, Interpolated Closest Days: 3, distance 13.349027
Analysed days: 17, Interpolated Closest Days: 3, distance 13.349027
Analysed days: 18, Interpolated Closest Days: 3, distance 13.349027
Analysed days: 19, Interpolated Closest Days: 3, distance 13.349027
Analysed days: 20, Interpolated Closest Days: 3, distance 13.349027
Analysed days: 21, Interpolated Closest Days: 3, distance 13.349027
Analysed days: 22, Interpolated Closest Days: 3, distance 13.349027
Analysed days: 23, Interpolated Closest Days: 3, distance 13.349027
Analysed days: 24, Interpolated Closest Days: 3, distance 13.349027
Analysed days: 25, Interpolated Closest Days: 3, distance 13.349027
Analysed days: 26, Interpolated Closest Days: 3, distance 13.349027
Analysed days: 27, Interpolated Closest Days: 3, distance 13.349027
Analysed days: 28, Interpolated Closest Days: 3, distance 13.349027
Analysed days: 29, Interpolated Closest Days: 3, distance 13.349027
Analysed days: 18, Interpolated Closest Days: 12, distance 13.356936
Analysed days: 18, Interpolated Closest Days: 13, distance 13.356936
Analysed days: 18, Interpolated Closest Days: 14, distance 13.356936
Analysed days: 18, Interpolated Closest Days: 15, distance 13.356936
Analysed days: 18, Interpolated Closest Days: 16, distance 13.356936
Analysed days: 18, Interpolated Closest Days: 17, distance 13.356936
Analysed days: 17, Interpolated Closest Days: 10, distance 13.383310
Analysed days: 8, Interpolated Closest Days: 3, distance 13.383674
Analysed days: 9, Interpolated Closest Days: 3, distance 13.383674
Analysed days: 29, Interpolated Closest Days: 12, distance 13.393774
Analysed days: 11, Interpolated Closest Days: 8, distance 13.498100
Analysed days: 11, Interpolated Closest Days: 9, distance 13.498100
Analysed days: 11, Interpolated Closest Days: 10, distance 13.498100
Analysed days: 12, Interpolated Closest Days: 8, distance 13.498100
Analysed days: 12, Interpolated Closest Days: 9, distance 13.498100
Analysed days: 12, Interpolated Closest Days: 10, distance 13.498100
Analysed days: 12, Interpolated Closest Days: 11, distance 13.498100
Analysed days: 13, Interpolated Closest Days: 8, distance 13.498100
Analysed days: 13, Interpolated Closest Days: 9, distance 13.498100
Analysed days: 13, Interpolated Closest Days: 10, distance 13.498100
Analysed days: 13, Interpolated Closest Days: 11, distance 13.498100
Analysed days: 13, Interpolated Closest Days: 12, distance 13.498100
Analysed days: 14, Interpolated Closest Days: 8, distance 13.498100
Analysed days: 14, Interpolated Closest Days: 9, distance 13.498100
Analysed days: 14, Interpolated Closest Days: 10, distance 13.498100
Analysed days: 14, Interpolated Closest Days: 11, distance 13.498100
Analysed days: 14, Interpolated Closest Days: 12, distance 13.498100
Analysed days: 14, Interpolated Closest Days: 13, distance 13.498100
Analysed days: 15, Interpolated Closest Days: 8, distance 13.498100
Analysed days: 16, Interpolated Closest Days: 8, distance 13.498100
Analysed days: 17, Interpolated Closest Days: 8, distance 13.498100
Analysed days: 18, Interpolated Closest Days: 8, distance 13.498100
Analysed days: 16, Interpolated Closest Days: 9, distance 13.550891
Analysed days: 29, Interpolated Closest Days: 10, distance 13.674030
Analysed days: 8, Interpolated Closest Days: 5, distance 13.809124
Analysed days: 8, Interpolated Closest Days: 6, distance 13.809124
Analysed days: 8, Interpolated Closest Days: 7, distance 13.809124
Analysed days: 18, Interpolated Closest Days: 11, distance 14.513933
Analysed days: 18, Interpolated Closest Days: 10, distance 14.543090
Analysed days: 5, Interpolated Closest Days: 4, distance 14.602389
Analysed days: 6, Interpolated Closest Days: 4, distance 14.602389
Analysed days: 6, Interpolated Closest Days: 5, distance 14.602389
Analysed days: 7, Interpolated Closest Days: 4, distance 14.602389
Analysed days: 7, Interpolated Closest Days: 5, distance 14.602389
Analysed days: 7, Interpolated Closest Days: 6, distance 14.602389
Analysed days: 4, Interpolated Closest Days: 2, distance 14.774548
Analysed days: 5, Interpolated Closest Days: 2, distance 14.774548
Analysed days: 6, Interpolated Closest Days: 2, distance 14.774548
Analysed days: 7, Interpolated Closest Days: 2, distance 14.774548
Analysed days: 8, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 9, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 10, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 11, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 12, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 13, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 14, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 15, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 16, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 17, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 18, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 19, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 20, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 21, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 22, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 23, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 24, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 25, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 26, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 27, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 28, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 29, Interpolated Closest Days: 2, distance 15.256778
Analysed days: 29, Interpolated Closest Days: 8, distance 15.510552
Analysed days: 29, Interpolated Closest Days: 9, distance 15.869776
Analysed days: 4, Interpolated Closest Days: 3, distance 16.345067
Analysed days: 3, Interpolated Closest Days: 2, distance 19.940407
Analysed days: 3, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 4, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 5, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 6, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 7, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 8, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 9, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 10, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 11, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 12, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 13, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 14, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 15, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 16, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 17, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 18, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 19, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 20, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 21, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 22, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 23, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 24, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 25, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 26, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 27, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 28, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 29, Interpolated Closest Days: 1, distance 19.945272
Analysed days: 2, Interpolated Closest Days: 1, distance 21.554435
