Linear Interpolation Prediction for ALB from 2018-01-26-09:30 to 2018-01-26-10:30

Analysed days: 23, Interpolated Closest Days: 1, distance 8.404467
Analysed days: 26, Interpolated Closest Days: 22, distance 24.863239
Analysed days: 26, Interpolated Closest Days: 23, distance 24.863239
Analysed days: 26, Interpolated Closest Days: 24, distance 24.863239
Analysed days: 26, Interpolated Closest Days: 25, distance 24.863239
Analysed days: 27, Interpolated Closest Days: 14, distance 24.863239
Analysed days: 27, Interpolated Closest Days: 15, distance 24.863239
Analysed days: 27, Interpolated Closest Days: 16, distance 24.863239
Analysed days: 27, Interpolated Closest Days: 17, distance 24.863239
Analysed days: 27, Interpolated Closest Days: 18, distance 24.863239
Analysed days: 27, Interpolated Closest Days: 19, distance 24.863239
Analysed days: 27, Interpolated Closest Days: 20, distance 24.863239
Analysed days: 27, Interpolated Closest Days: 21, distance 24.863239
Analysed days: 27, Interpolated Closest Days: 22, distance 24.863239
Analysed days: 27, Interpolated Closest Days: 23, distance 24.863239
Analysed days: 27, Interpolated Closest Days: 24, distance 24.863239
Analysed days: 27, Interpolated Closest Days: 25, distance 24.863239
Analysed days: 27, Interpolated Closest Days: 26, distance 24.863239
Analysed days: 28, Interpolated Closest Days: 14, distance 24.863239
Analysed days: 28, Interpolated Closest Days: 15, distance 24.863239
Analysed days: 28, Interpolated Closest Days: 16, distance 24.863239
Analysed days: 28, Interpolated Closest Days: 17, distance 24.863239
Analysed days: 28, Interpolated Closest Days: 18, distance 24.863239
Analysed days: 28, Interpolated Closest Days: 19, distance 24.863239
Analysed days: 28, Interpolated Closest Days: 20, distance 24.863239
Analysed days: 28, Interpolated Closest Days: 21, distance 24.863239
Analysed days: 28, Interpolated Closest Days: 22, distance 24.863239
Analysed days: 28, Interpolated Closest Days: 23, distance 24.863239
Analysed days: 28, Interpolated Closest Days: 24, distance 24.863239
Analysed days: 28, Interpolated Closest Days: 25, distance 24.863239
Analysed days: 28, Interpolated Closest Days: 26, distance 24.863239
Analysed days: 28, Interpolated Closest Days: 27, distance 24.863239
Analysed days: 10, Interpolated Closest Days: 4, distance 24.872675
Analysed days: 11, Interpolated Closest Days: 4, distance 24.872675
Analysed days: 12, Interpolated Closest Days: 4, distance 24.872675
Analysed days: 13, Interpolated Closest Days: 4, distance 24.872675
Analysed days: 14, Interpolated Closest Days: 4, distance 24.872675
Analysed days: 10, Interpolated Closest Days: 2, distance 24.934398
Analysed days: 11, Interpolated Closest Days: 2, distance 24.934398
Analysed days: 12, Interpolated Closest Days: 2, distance 24.934398
Analysed days: 13, Interpolated Closest Days: 2, distance 24.934398
Analysed days: 14, Interpolated Closest Days: 2, distance 24.934398
Analysed days: 29, Interpolated Closest Days: 14, distance 24.968002
Analysed days: 17, Interpolated Closest Days: 4, distance 25.099502
Analysed days: 18, Interpolated Closest Days: 4, distance 25.099502
Analysed days: 19, Interpolated Closest Days: 4, distance 25.099502
Analysed days: 20, Interpolated Closest Days: 4, distance 25.099502
Analysed days: 21, Interpolated Closest Days: 4, distance 25.099502
Analysed days: 22, Interpolated Closest Days: 4, distance 25.099502
Analysed days: 16, Interpolated Closest Days: 5, distance 25.152881
Analysed days: 18, Interpolated Closest Days: 5, distance 25.261788
Analysed days: 19, Interpolated Closest Days: 5, distance 25.261788
Analysed days: 20, Interpolated Closest Days: 5, distance 25.261788
Analysed days: 21, Interpolated Closest Days: 5, distance 25.261788
Analysed days: 22, Interpolated Closest Days: 5, distance 25.261788
Analysed days: 24, Interpolated Closest Days: 13, distance 25.370813
Analysed days: 24, Interpolated Closest Days: 14, distance 25.370813
Analysed days: 24, Interpolated Closest Days: 15, distance 25.370813
Analysed days: 24, Interpolated Closest Days: 16, distance 25.370813
Analysed days: 24, Interpolated Closest Days: 17, distance 25.370813
Analysed days: 24, Interpolated Closest Days: 18, distance 25.370813
Analysed days: 24, Interpolated Closest Days: 19, distance 25.370813
Analysed days: 24, Interpolated Closest Days: 20, distance 25.370813
Analysed days: 24, Interpolated Closest Days: 21, distance 25.370813
Analysed days: 24, Interpolated Closest Days: 22, distance 25.370813
Analysed days: 24, Interpolated Closest Days: 23, distance 25.370813
Analysed days: 29, Interpolated Closest Days: 4, distance 25.398358
Analysed days: 23, Interpolated Closest Days: 12, distance 25.456593
Analysed days: 23, Interpolated Closest Days: 13, distance 25.456593
Analysed days: 23, Interpolated Closest Days: 14, distance 25.456593
Analysed days: 23, Interpolated Closest Days: 15, distance 25.456593
Analysed days: 23, Interpolated Closest Days: 16, distance 25.456593
Analysed days: 23, Interpolated Closest Days: 17, distance 25.456593
Analysed days: 23, Interpolated Closest Days: 18, distance 25.456593
Analysed days: 23, Interpolated Closest Days: 19, distance 25.456593
Analysed days: 23, Interpolated Closest Days: 20, distance 25.456593
Analysed days: 23, Interpolated Closest Days: 21, distance 25.456593
Analysed days: 23, Interpolated Closest Days: 22, distance 25.456593
Analysed days: 29, Interpolated Closest Days: 3, distance 25.500289
Analysed days: 17, Interpolated Closest Days: 7, distance 25.538810
Analysed days: 18, Interpolated Closest Days: 8, distance 25.592640
Analysed days: 19, Interpolated Closest Days: 8, distance 25.592640
Analysed days: 20, Interpolated Closest Days: 8, distance 25.592640
Analysed days: 21, Interpolated Closest Days: 8, distance 25.592640
Analysed days: 22, Interpolated Closest Days: 8, distance 25.592640
Analysed days: 17, Interpolated Closest Days: 5, distance 25.778689
Analysed days: 29, Interpolated Closest Days: 15, distance 25.796601
Analysed days: 29, Interpolated Closest Days: 16, distance 25.796601
Analysed days: 29, Interpolated Closest Days: 17, distance 25.796601
Analysed days: 29, Interpolated Closest Days: 18, distance 25.796601
Analysed days: 29, Interpolated Closest Days: 19, distance 25.796601
Analysed days: 29, Interpolated Closest Days: 20, distance 25.796601
Analysed days: 29, Interpolated Closest Days: 21, distance 25.796601
Analysed days: 29, Interpolated Closest Days: 22, distance 25.796601
Analysed days: 29, Interpolated Closest Days: 23, distance 25.796601
Analysed days: 29, Interpolated Closest Days: 24, distance 25.796601
Analysed days: 29, Interpolated Closest Days: 25, distance 25.796601
Analysed days: 29, Interpolated Closest Days: 26, distance 25.796601
Analysed days: 29, Interpolated Closest Days: 27, distance 25.796601
Analysed days: 29, Interpolated Closest Days: 28, distance 25.796601
Analysed days: 22, Interpolated Closest Days: 9, distance 25.805135
Analysed days: 18, Interpolated Closest Days: 6, distance 25.808947
Analysed days: 19, Interpolated Closest Days: 6, distance 25.808947
Analysed days: 20, Interpolated Closest Days: 6, distance 25.808947
Analysed days: 21, Interpolated Closest Days: 6, distance 25.808947
Analysed days: 22, Interpolated Closest Days: 6, distance 25.808947
Analysed days: 15, Interpolated Closest Days: 5, distance 26.265604
Analysed days: 17, Interpolated Closest Days: 3, distance 26.409282
Analysed days: 18, Interpolated Closest Days: 3, distance 26.409282
Analysed days: 19, Interpolated Closest Days: 3, distance 26.409282
Analysed days: 20, Interpolated Closest Days: 3, distance 26.409282
Analysed days: 21, Interpolated Closest Days: 3, distance 26.409282
Analysed days: 22, Interpolated Closest Days: 3, distance 26.409282
Analysed days: 15, Interpolated Closest Days: 2, distance 26.410252
Analysed days: 19, Interpolated Closest Days: 9, distance 26.738376
Analysed days: 20, Interpolated Closest Days: 9, distance 26.738376
Analysed days: 21, Interpolated Closest Days: 9, distance 26.738376
Analysed days: 22, Interpolated Closest Days: 10, distance 26.846967
Analysed days: 18, Interpolated Closest Days: 9, distance 26.933565
Analysed days: 18, Interpolated Closest Days: 10, distance 26.933565
Analysed days: 18, Interpolated Closest Days: 11, distance 26.933565
Analysed days: 18, Interpolated Closest Days: 12, distance 26.933565
Analysed days: 18, Interpolated Closest Days: 13, distance 26.933565
Analysed days: 18, Interpolated Closest Days: 14, distance 26.933565
Analysed days: 18, Interpolated Closest Days: 15, distance 26.933565
Analysed days: 18, Interpolated Closest Days: 16, distance 26.933565
Analysed days: 18, Interpolated Closest Days: 17, distance 26.933565
Analysed days: 17, Interpolated Closest Days: 8, distance 27.059648
Analysed days: 17, Interpolated Closest Days: 9, distance 27.059648
Analysed days: 17, Interpolated Closest Days: 10, distance 27.059648
Analysed days: 17, Interpolated Closest Days: 11, distance 27.059648
Analysed days: 17, Interpolated Closest Days: 12, distance 27.059648
Analysed days: 17, Interpolated Closest Days: 13, distance 27.059648
Analysed days: 17, Interpolated Closest Days: 14, distance 27.059648
Analysed days: 17, Interpolated Closest Days: 15, distance 27.059648
Analysed days: 17, Interpolated Closest Days: 16, distance 27.059648
Analysed days: 15, Interpolated Closest Days: 3, distance 27.154469
Analysed days: 9, Interpolated Closest Days: 4, distance 27.447371
Analysed days: 9, Interpolated Closest Days: 5, distance 27.447371
Analysed days: 9, Interpolated Closest Days: 6, distance 27.447371
Analysed days: 9, Interpolated Closest Days: 7, distance 27.447371
Analysed days: 9, Interpolated Closest Days: 8, distance 27.447371
Analysed days: 10, Interpolated Closest Days: 5, distance 27.675606
Analysed days: 10, Interpolated Closest Days: 6, distance 27.675606
Analysed days: 10, Interpolated Closest Days: 7, distance 27.675606
Analysed days: 10, Interpolated Closest Days: 8, distance 27.675606
Analysed days: 10, Interpolated Closest Days: 9, distance 27.675606
Analysed days: 11, Interpolated Closest Days: 5, distance 27.675606
Analysed days: 11, Interpolated Closest Days: 6, distance 27.675606
Analysed days: 11, Interpolated Closest Days: 7, distance 27.675606
Analysed days: 11, Interpolated Closest Days: 8, distance 27.675606
Analysed days: 11, Interpolated Closest Days: 9, distance 27.675606
Analysed days: 11, Interpolated Closest Days: 10, distance 27.675606
Analysed days: 12, Interpolated Closest Days: 5, distance 27.675606
Analysed days: 12, Interpolated Closest Days: 6, distance 27.675606
Analysed days: 12, Interpolated Closest Days: 7, distance 27.675606
Analysed days: 12, Interpolated Closest Days: 8, distance 27.675606
Analysed days: 12, Interpolated Closest Days: 9, distance 27.675606
Analysed days: 12, Interpolated Closest Days: 10, distance 27.675606
Analysed days: 12, Interpolated Closest Days: 11, distance 27.675606
Analysed days: 13, Interpolated Closest Days: 5, distance 27.675606
Analysed days: 13, Interpolated Closest Days: 6, distance 27.675606
Analysed days: 13, Interpolated Closest Days: 7, distance 27.675606
Analysed days: 13, Interpolated Closest Days: 8, distance 27.675606
Analysed days: 13, Interpolated Closest Days: 9, distance 27.675606
Analysed days: 13, Interpolated Closest Days: 10, distance 27.675606
Analysed days: 13, Interpolated Closest Days: 11, distance 27.675606
Analysed days: 13, Interpolated Closest Days: 12, distance 27.675606
Analysed days: 14, Interpolated Closest Days: 5, distance 27.675606
Analysed days: 14, Interpolated Closest Days: 6, distance 27.675606
Analysed days: 14, Interpolated Closest Days: 7, distance 27.675606
Analysed days: 14, Interpolated Closest Days: 8, distance 27.675606
Analysed days: 14, Interpolated Closest Days: 9, distance 27.675606
Analysed days: 14, Interpolated Closest Days: 10, distance 27.675606
Analysed days: 14, Interpolated Closest Days: 11, distance 27.675606
Analysed days: 14, Interpolated Closest Days: 12, distance 27.675606
Analysed days: 14, Interpolated Closest Days: 13, distance 27.675606
Analysed days: 19, Interpolated Closest Days: 10, distance 27.933814
Analysed days: 19, Interpolated Closest Days: 11, distance 27.933814
Analysed days: 19, Interpolated Closest Days: 12, distance 27.933814
Analysed days: 19, Interpolated Closest Days: 13, distance 27.933814
Analysed days: 19, Interpolated Closest Days: 14, distance 27.933814
Analysed days: 19, Interpolated Closest Days: 15, distance 27.933814
Analysed days: 19, Interpolated Closest Days: 16, distance 27.933814
Analysed days: 19, Interpolated Closest Days: 17, distance 27.933814
Analysed days: 19, Interpolated Closest Days: 18, distance 27.933814
Analysed days: 20, Interpolated Closest Days: 10, distance 27.933814
Analysed days: 20, Interpolated Closest Days: 11, distance 27.933814
Analysed days: 20, Interpolated Closest Days: 12, distance 27.933814
Analysed days: 20, Interpolated Closest Days: 13, distance 27.933814
Analysed days: 20, Interpolated Closest Days: 14, distance 27.933814
Analysed days: 20, Interpolated Closest Days: 15, distance 27.933814
Analysed days: 20, Interpolated Closest Days: 16, distance 27.933814
Analysed days: 20, Interpolated Closest Days: 17, distance 27.933814
Analysed days: 20, Interpolated Closest Days: 18, distance 27.933814
Analysed days: 20, Interpolated Closest Days: 19, distance 27.933814
Analysed days: 21, Interpolated Closest Days: 10, distance 27.933814
Analysed days: 21, Interpolated Closest Days: 11, distance 27.933814
Analysed days: 21, Interpolated Closest Days: 12, distance 27.933814
Analysed days: 21, Interpolated Closest Days: 13, distance 27.933814
Analysed days: 21, Interpolated Closest Days: 14, distance 27.933814
Analysed days: 21, Interpolated Closest Days: 15, distance 27.933814
Analysed days: 21, Interpolated Closest Days: 16, distance 27.933814
Analysed days: 21, Interpolated Closest Days: 17, distance 27.933814
Analysed days: 21, Interpolated Closest Days: 18, distance 27.933814
Analysed days: 21, Interpolated Closest Days: 19, distance 27.933814
Analysed days: 21, Interpolated Closest Days: 20, distance 27.933814
Analysed days: 22, Interpolated Closest Days: 11, distance 27.948959
Analysed days: 22, Interpolated Closest Days: 12, distance 27.948959
Analysed days: 22, Interpolated Closest Days: 13, distance 27.948959
Analysed days: 22, Interpolated Closest Days: 14, distance 27.948959
Analysed days: 22, Interpolated Closest Days: 15, distance 27.948959
Analysed days: 22, Interpolated Closest Days: 16, distance 27.948959
Analysed days: 22, Interpolated Closest Days: 17, distance 27.948959
Analysed days: 22, Interpolated Closest Days: 18, distance 27.948959
Analysed days: 22, Interpolated Closest Days: 19, distance 27.948959
Analysed days: 22, Interpolated Closest Days: 20, distance 27.948959
Analysed days: 22, Interpolated Closest Days: 21, distance 27.948959
Analysed days: 16, Interpolated Closest Days: 6, distance 28.018083
Analysed days: 15, Interpolated Closest Days: 6, distance 28.365502
Analysed days: 15, Interpolated Closest Days: 7, distance 28.365502
Analysed days: 15, Interpolated Closest Days: 8, distance 28.365502
Analysed days: 15, Interpolated Closest Days: 9, distance 28.365502
Analysed days: 15, Interpolated Closest Days: 10, distance 28.365502
Analysed days: 15, Interpolated Closest Days: 11, distance 28.365502
Analysed days: 15, Interpolated Closest Days: 12, distance 28.365502
Analysed days: 15, Interpolated Closest Days: 13, distance 28.365502
Analysed days: 15, Interpolated Closest Days: 14, distance 28.365502
Analysed days: 16, Interpolated Closest Days: 4, distance 29.379262
Analysed days: 16, Interpolated Closest Days: 3, distance 29.542854
Analysed days: 16, Interpolated Closest Days: 7, distance 29.630896
Analysed days: 16, Interpolated Closest Days: 8, distance 29.630896
Analysed days: 16, Interpolated Closest Days: 9, distance 29.630896
Analysed days: 16, Interpolated Closest Days: 10, distance 29.630896
Analysed days: 16, Interpolated Closest Days: 11, distance 29.630896
Analysed days: 16, Interpolated Closest Days: 12, distance 29.630896
Analysed days: 16, Interpolated Closest Days: 13, distance 29.630896
Analysed days: 16, Interpolated Closest Days: 14, distance 29.630896
Analysed days: 16, Interpolated Closest Days: 15, distance 29.630896
Analysed days: 15, Interpolated Closest Days: 1, distance 31.912609
Analysed days: 3, Interpolated Closest Days: 2, distance 32.060375
Analysed days: 16, Interpolated Closest Days: 2, distance 33.503992
Analysed days: 29, Interpolated Closest Days: 1, distance 35.254091
Analysed days: 16, Interpolated Closest Days: 1, distance 35.825899
Analysed days: 17, Interpolated Closest Days: 1, distance 35.825899
Analysed days: 18, Interpolated Closest Days: 1, distance 35.825899
Analysed days: 19, Interpolated Closest Days: 1, distance 35.825899
Analysed days: 20, Interpolated Closest Days: 1, distance 35.825899
Analysed days: 21, Interpolated Closest Days: 1, distance 35.825899
Analysed days: 22, Interpolated Closest Days: 1, distance 35.825899
Analysed days: 2, Interpolated Closest Days: 1, distance 45.176855
